code,description
h24..,EPIRUBICIN HYDROCHLORIDE
h241.,PHARMORUBICIN 10mg injection (pdr for recon)
h242.,PHARMORUBICIN 20mg injection (pdr for recon)
h243.,PHARMORUBICIN 50mg injection (pdr for recon)
h244.,PHARMORUBICIN 10mg/5mL solution for injection
h245.,PHARMORUBICIN 50mg/25mL solution for injection
h246.,EPIRUBICIN 10mg/5mL solution for injection
h247.,EPIRUBICIN 50mg/25mL solution for injection
h24x.,EPIRUBICIN HCL 10mg injection (pdr for recon)
h24y.,EPIRUBICIN HCL 20mg injection (pdr for recon)
h24z.,EPIRUBICIN HCL 50mg injection (pdr for recon)
h25..,MITOMYCIN
h251.,MITOMYCIN C KYOWA 2mg injection (pdr for recon)
h252.,MITOMYCIN C KYOWA 10mg injection (pdr for recon)
h253.,MITOMYCIN C KYOWA 20mg injection (pdr for recon)
h26..,PLICAMYCIN
h261.,MITHRACIN 2.5mg injection (pdr for recon)
h26z.,PLICAMYCIN 2.5mg injection (pdr for recon)
h27..,IDARUBICIN HYDROCHLORIDE
h271.,IDARUBICIN 5mg injection (pdr for recon)
h272.,IDARUBICIN 10mg injection (pdr for recon)
h273.,ZAVEDOS 5mg injection (pdr for recon)
h274.,ZAVEDOS 10mg injection (pdr for recon)
h28..,*ACLARUBICIN
h281.,ACLARUBICIN 20mg injection (pdr for recon)
h282.,ACLACIN 20mg injection (pdr for recon)
h3...,ANTIMETABOLITES
h31..,CYTARABINE
h311.,ALEXAN 40mg/2mL solution for injection
h312.,ALEXAN 100mg/5mL solution for injection
h313.,ALEXAN-100 100mg/1mL injection solution
h314.,ALEXAN-100 1g/10mL solution for injection
h315.,CYTOSAR 100mg injection (pdr for recon)
h316.,CYTOSAR 500mg injection (pdr for recon)
h31u.,CYTARABINE 40mg/2mL solution for injection
h31v.,CYTARABINE 100mg/5mL solution for injection
h31w.,CYTARABINE 100mg/1mL injection solution
h31x.,CYTARABINE 1g/10mL solution for injection
h31y.,CYTARABINE 100mg injection (pdr for recon)
h31z.,CYTARABINE 500mg injection (pdr for recon)
h32..,FLUOROURACIL
h321.,FLUORO-URACIL 250mg capsules
h322.,FLUORO-URACIL 250mg/10mL injection solution
h33..,MERCAPTOPURINE
h331.,PURI-NETHOL 50mg tablets
h33z.,MERCAPTOPURINE 50mg tablets
h34..,METHOTREXATE
h341.,METHOTREXATE 2.5mg tablets
h342.,METHOTREXATE 10mg tablets
h343.,METHOTREXATE 2.5mg/1mL solution for injection
h344.,METHOTREXATE 5mg/2mL solution for injection
h345.,METHOTREXATE 25mg/1mL solution for injection
h346.,METHOTREXATE 50mg/2mL solution for injection
h347.,METHOTREXATE 100mg/4mL injection solution
h348.,METHOTREXATE 200mg/8mL solution for injection
h349.,METHOTREXATE 500mg/20mL solution for injection
h34a.,METHOTREXATE 1g/40mL solution for injection
h34b.,METHOTREXATE 5g/200mL solution for injection
h34c.,METHOTREXATE 500mg injection (pdr for recon)
h34p.,MAXTREX 2.5mg tablets
h34q.,MAXTREX 10mg tablets
h35..,TIOGUANINE
h351.,LANVIS 40mg tablets
h35z.,TIOGUANINE 40mg tablets
h4...,VINCA ALKALOIDS + ETOPOSIDE
h41..,ETOPOSIDE
h411.,VEPESID 50mg capsules
h412.,VEPESID 100mg capsules
h413.,VEPESID 100mg/5mL solution for injection
h41x.,ETOPOSIDE 50mg capsules
h41y.,ETOPOSIDE 100mg capsules
h41z.,ETOPOSIDE 100mg/5mL solution for injection
h42..,VINBLASTINE SULFATE
h421.,*VINBLASTINE 10mg injection
h422.,VELBE 10mg injection (pdr for recon)
h43..,VINCRISTINE SULFATE
h431.,VINCRISTINE 1mg injection (pdr for recon)
h432.,VINCRISTINE 2mg injection (pdr for recon)
h433.,VINCRISTINE 5mg injection (pdr for recon)
h434.,ONCOVIN 1mg injection (pdr for recon)
h435.,*ONCOVIN POWDER 2mg injection
h437.,ONCOVIN 1mg/1mL solution for injection
h438.,ONCOVIN 2mg/2ml solution for injection
h43y.,VINCRISTINE 1mg/1mL solution for injection
h43z.,VINCRISTINE 2mg/2mL solution for injection
h44..,VINDESINE SULFATE
h441.,ELDISINE 5mg injection (pdr for recon)
h44z.,VINDESINE 5mg injection (pdr for recon)
h5...,OTHER CYTOXIC DRUGS
h51..,AMSACRINE
h511.,AMSIDINE 75mg/15mL intravenous infusion concentrate+diluent
h52..,CARBOPLATIN
h521.,PARAPLATIN 150mg solution for injection
h522.,PARAPLATIN 50mg solution for injection
h523.,PARAPLATIN 450mg solution for injection
h524.,CARBOPLATIN 50mg solution for injection
h525.,CARBOPLATIN 450mg solution for injection
h52z.,CARBOPLATIN 150mg solution for injection
h53..,CISPLATIN
h53t.,CISPLATIN 10mg injection (pdr for recon)
h53u.,CISPLATIN 10mg/20mL solution for injection
h53x.,CISPLATIN 50mg/100mL injection solution
h53z.,CISPLATIN 50mg injection (pdr for recon)
h54..,DACARBAZINE
h541.,DTIC-DOME 100mg injection (pdr for recon)
h542.,DTIC-DOME 200mg injection (pdr for recon)
h54y.,DACARBAZINE 100mg injection (pdr for recon)
h54z.,DACARBAZINE 200mg injection (pdr for recon)
h55..,HYDROXYCARBAMIDE
h551.,HYDREA 500mg capsules
h55z.,HYDROXYCARBAMIDE 500mg capsules
h56..,MITOXANTRONE
h561.,NOVANTRONE 20mg/10mL intravenous infusion
h562.,NOVANTRONE 25mg/12.5mL intravenous infusion
h563.,NOVANTRONE 30mg/15mL intravenous infusion
h56x.,MITOXANTRONE 20mg/10mL intravenous infusion
h56y.,MITOXANTRONE 25mg/12.5mL intravenous infusion
h56z.,MITOXANTRONE 30mg/15mL intravenous infusion
h57..,PROCARBAZINE
h571.,*NATULAN 50mg capsules
h57z.,PROCARBAZINE 50mg capsules
h58..,RAZOXANE
h581.,*RAZOXIN 125mg tablets
h58z.,*RAZOXANE 125mg tablets
h59..,CRISANTASPASE
h591.,"CRISANTASPASE 10,000iu injection (pdr for recon)"
h592.,"ERWINASE 10,000iu injection (pdr for recon)"
h7...,CYTOTOXIC IMMUNOSUPPRESSANTS
h71..,AZATHIOPRINE [IMMUNOSUPPRESSANT]
h711.,*AZAMUNE 50mg tablets
h712.,IMURAN 25mg tablets
h713.,IMURAN 50mg tablets
h714.,IMURAN 50mg injection (pdr for recon)
h715.,*IMMUNOPRIN 50mg tablets
h71x.,AZATHIOPRINE 50mg tablets
h71y.,AZATHIOPRINE 25mg tablets
h71z.,AZATHIOPRINE 50mg injection (pdr for recon)
h8...,OTHER IMMUNOSUPPRESSANTS
h81..,ANTILYMPHOCYTE IMMUNOGLOBULIN
h811.,PRESSIMMUNE 250mg/5mL injection
h812.,PRESSIMMUNE 500mg/10mL injection
h82..,CICLOSPORIN
h821.,SANDIMMUN 100mg/mL sugar free oral solution
h822.,SANDIMMUN 50mg/1mL injection
h823.,SANDIMMUN 250mg/5mL injection
h824.,SANDIMMUN 25mg capsules
h825.,SANDIMMUN 100mg capsules
h826.,CICLOSPORIN 25mg capsules
h827.,CICLOSPORIN 100mg capsules
h828.,SANDIMMUN 50mg capsules
h82x.,CICLOSPORIN 100mg/mL sugar free oral solution
h82y.,CICLOSPORIN 50mg/1mL injection
h82z.,CICLOSPORIN 250mg/5mL injection
ha...,INTERFERONS
ha1..,INTERFERONS
ha11.,INTRONA 3million iu injection (pdr for recon)
ha12.,INTRONA 5million iu injection (pdr for recon)
ha13.,INTRONA 10million iu injection (pdr for recon)
ha14.,INTRONA 30million iu injection (pdr for recon)
ha15.,ROFERON-A 3million iu injection (pdr for recon)
ha16.,ROFERON-A 9million iu injection (pdr for recon)
ha17.,ROFERON-A 18million iu injection (pdr for recon)
ha18.,WELLFERON 3million units/1mL injection
ha19.,WELLFERON 10million units/1mL injection
ha1s.,INTERFERONS 5million units injection (pdr for recon)
ha1t.,INTERFERONS 10million iu injection (pdr for recon)
ha1u.,INTERFERONS 30million iu injection (pdr for recon)
ha1v.,INTERFERONS 3million iu injection (pdr for recon)
ha1w.,INTERFERONS 9million iu injection (pdr for recon)
ha1x.,INTERFERONS 18million iu injection (pdr for recon)
ha1y.,INTERFERONS 3million iu/1mL injection solution
ha1z.,INTERFERONS 10million iu/1mL injection solution
j5...,RHEUMATIC DIS. PROCESS DRUGS
j51..,SODIUM AUROTHIOMALATE
j513.,MYOCRISIN 10mg/0.5mL injection
j514.,MYOCRISIN 20mg/0.5mL injection
j515.,MYOCRISIN 50mg/0.5mL injection
j51x.,AUROTHIOMALATE NA 10mg/0.5mL injection
j51y.,AUROTHIOMALATE NA 20mg/0.5mL injection
j51z.,AUROTHIOMALATE NA 50mg/0.5mL injection
j52..,PENICILLAMINE [MUSCULOSKELETAL USE]
j521.,PENICILLAMINE 50mg tablets
j522.,PENICILLAMINE 125mg tablets
j523.,PENICILLAMINE 250mg tablets
j524.,*DISTAMINE 50mg tablets
j525.,DISTAMINE 125mg tablets
j526.,DISTAMINE 250mg tablets
j527.,*PENDRAMINE 125mg tablets
j528.,*PENDRAMINE 250mg tablets
j53..,CHLOROQUINE [MUSCULO-SKELETAL]
j54..,HYDROXYCHLOROQUINE SULFATE [ANTI-RHEUMATIC]
j541.,PLAQUENIL 200mg tablets
j54z.,HYDROXYCHLOROQUINE SULFATE 200mg tablets
j55..,SULFASALAZINE [MUSCULOSKELETAL USE]
j551.,SALAZOPYRIN EN 500mg e/c tablets
j55z.,SULFASALAZINE 500mg e/c tablets
j56..,AURANOFIN
j561.,*AURANOFIN 3mg tablets
j562.,*RIDAURA 3mg tablets
hf...,INTERLEUKINS
hf1..,ALDESLEUKIN
hf11.,*PROLEUKIN 1.2mg injection
hf1z.,*ALDESLEUKIN 1.2mg injection
ha1r.,INTERFERONS 4.5million iu injection
ha1A.,ROFERON-A 4.5million iu injection (pdr for recon)
h423.,VINBLASTINE 10mg injection (pdr for recon)
h424.,VINBLASTINE 10mg/10mL solution for injection
h829.,CICLOSPORIN 50mg capsules
h43x.,VINCRISTINE 5mg/5mL solution for injection
h53b.,CISPLATIN 10mg/10mL solution for injection
h53c.,CISPLATIN 25mg/25mL solution for injection
h53d.,CISPLATIN 50mg/50mL solution for injection
h53e.,CISPLATIN 100mg/100mL solution for injection
ha1B.,INTRONA 1million iu injection (pdr for recon)
ha1q.,INTERFERONS 1million iu injection (pdr for recon)
h194.,ALKERAN UNIT PACK 50mg injection (pdr for recon)
h19w.,MELPHALAN 50mg injection (pdr for recon)
h31t.,CYTARABINE 1g injection (pdr for recon)
h32v.,VINCRISTINE 1mg/1mL prefilled syringe
h43w.,VINCRISTINE 2mg/2mL prefilled syringe
h43v.,VINCRISTINE 1mg/1mL prefilled syringe
h512.,AMSACRINE 75mg/15mL intravenous infusion concentrate+diluent
h716.,*BERKAPRINE 50mg tablets
h5A..,PENTOSTATIN
h5A1.,NIPENT 10mg injection (pdr for recon)
h5A2.,PENTOSTATIN 10mg injection (pdr for recon)
h275.,ZAVEDOS 5mg capsules
h276.,ZAVEDOS 10mg capsules
h277.,*ZAVEDOS 25mg capsules
h278.,IDARUBICIN 5mg capsules
h279.,IDARUBICIN 10mg capsules
h27A.,*IDARUBICIN 25mg capsules
h325.,FLUOROURACIL 2.5g/100mL solution for injection
h235.,DOXORUBICIN HCL 10mg injection (pdr for recon)
h236.,DOXORUBICIN HCL 50mg injection (pdr for recon)
h25z.,MITOMYCIN 2mg injection (pdr for recon)
h25y.,MITOMYCIN 10mg injection (pdr for recon)
h25x.,MITOMYCIN 20mg injection (pdr for recon)
h32z.,FLUOROURACIL 500mg/20mL injection
h32y.,FLUOROURACIL 250mg capsules
h32x.,FLUOROURACIL 250mg/10mL injection
h34x.,METHOTREXATE 5g/50mL injection
h34w.,METHOTREXATE 1g/10mL injection
h5B..,PACLITAXEL
h5B1.,TAXOL 30mg/5mL infusion concentrate
h5B2.,PACLITAXEL 30mg/5mL infusion concentrate
ha1E.,INTRONA 10million iu/2mL solution for injection
ha1F.,INTRONA 25million iu/5mL solution for injection
h5C..,FLUDARABINE
h5C1.,FLUDARA 50mg injection (pdr for recon)
h5C2.,FLUDARABINE PHOSPHATE 50mg injection (pdr for recon)
h83..,TACROLIMUS
h831.,TACROLIMUS 1mg capsules
h832.,TACROLIMUS 5mg capsules
h833.,TACROLIMUS 5mg/1mL intravenous infusion concentrate
h834.,PROGRAF 1mg capsules
h835.,PROGRAF 5mg capsules
h836.,PROGRAF 5mg/1mL intravenous infusion concentrate
ha1G.,VIRAFERON 10million iu/2mL injection solution
ha1H.,VIRAFERON 25million iu/5mL injection solution
h82A.,NEORAL 25mg capsules
h82B.,NEORAL 50mg capsules
h82C.,NEORAL 100mg capsules
h82D.,NEORAL 100mg/mL sugar free oral solution
h1d3.,TREOSULFAN 1g injection (pdr for recon)
h317.,CYTARABINE 500mg/5mL injection solution
h318.,CYTARABINE 2g/20mL injection solution
h717.,*OPRISINE-50 tablets
ha1o.,INTERFERON ALFA-2A 4.5million iu/1mL injection solution
ha1n.,INTERFERON ALFA-2A 6million iu/1mL injection solution
ha1m.,INTERFERON ALFA-2A 9million iu/1mL injection solution
ha1K.,ROFERON-A 6million iu/1mL injection solution
ha1L.,ROFERON-A 9million iu/1mL injection solution
ha1I.,ROFERON-A 3million iu/1mL injection solution
ha1J.,ROFERON-A 4.5million iu/1mL injection solution
ha1p.,INTERFERON ALFA-2A 3million iu/1mL injection solution
ha1l.,INTERFERON ALFA-2A 18million iu/3mL injection solution
ha1M.,ROFERON-A 18million iu/3mL injection solution
h5D..,CLADRIBINE
h5D1.,CLADRIBINE 10mg/10mL injection
h5D2.,LEUSTAT 10mg/10mL injection
ha1j.,INTERFERON BETA-1B 8million iu injection (pdr for recon)
ha1N.,BETAFERON 9.6million iu injection (pdr for recon)+diluent
h29..,DAUNORUBICIN
h291.,LIPOSOMAL DAUNORUBICIN 50mg/25mL injection
h292.,DAUNOXOME 50mg/25mL injection
h36..,GEMCITABINE
h361.,GEMCITABINE 200mg injection (pdr for recon)
h362.,GEMCITABINE 1g injection (pdr for recon)
h363.,GEMZAR 200mg injection (pdr for recon)
h364.,GEMZAR 1g injection (pdr for recon)
h5E..,DOCETAXEL
h5E1.,DOCETAXEL 20mg/0.5mL infusion concentrate+solvent
h5E2.,DOCETAXEL 80mg/2mL infusion concentrate+solvent
h5E3.,TAXOTERE 20mg/0.5mL infusion concentrate+solvent
h5E4.,TAXOTERE 80mg/2mL infusion concentrate+solvent
h39..,RALTITREXED
h391.,RALTITREXED 2mg injection (pdr for recon)
h392.,TOMUDEX 2mg injection (pdr for recon)
h84..,MYCOPHENOLATE
h841.,MYCOPHENOLATE MOFETIL 250mg capsules
h842.,CELLCEPT 250mg capsules
ha1V.,INTERFERON ALFA-2B 30million iu injection (pdr for recon)
ha1P.,INTERFERON ALFA-N1 10million units/1mL injection
ha1Q.,INTERFERON ALFA-N1 3million units/1mL injection
ha1W.,INTERFERON ALFA-2B 10million iu injection (pdr for recon)
ha1X.,INTERFERON ALFA-2B 5million iu injection (pdr for recon)
ha1Y.,INTERFERON ALFA-2B 3million iu injection (pdr for recon)
ha1Z.,INTERFERON ALFA-2B 1million iu injection (pdr for recon)
ha1g.,INTERFERON ALFA-2B 10million iu/2mL injection solution
ha1h.,INTERFERON ALFA-2B 25million iu/5mL injection solution
ha1R.,INTERFERON ALFA-2A 18million iu injection (pdr for recon)
ha1T.,INTERFERON ALFA-2A 4.5million iu injection (pdr for recon)
ha1U.,INTERFERON ALFA-2A 3million iu injection (pdr for recon)
ha1S.,INTERFERON ALFA-2A 9million iu injection (pdr for recon)
ha1a.,INTERFERON ALFA-N1 5million units/1mL injection
ha1b.,WELLFERON 5million units/1mL injection
h326.,FLUOROURACIL 250mg/5mL injection
h327.,FLUOROURACIL 500mg/10mL injection
h718.,AZATHIOPRINE 10mg tablets
h719.,IMURAN 10mg tablets
h237.,LIPOSOMAL DOXORUBICIN HYDROCHLORIDE 20mg/10mL infusion concentrate
h238.,CAELYX 20mg/10mL infusion concentrate
ha2..,INTERFERONS (2)
ha21.,INTERFERON ALFA-2A 3million iu/0.5mL prefilled syringe
ha22.,INTERFERON ALFA-2A 4.5million iu/0.5mL prefilled syringe
ha23.,INTERFERON ALFA-2A 6million iu/0.5mL prefilled syringe
ha24.,INTERFERON ALFA-2A 9million iu/0.5mL prefilled syringe
ha25.,ROFERON-A 3million iu/0.5mL prefilled syringe
ha26.,ROFERON-A 4.5million iu/0.5mL prefilled syringe
ha27.,ROFERON-A 6million iu/0.5mL prefilled syringe
ha28.,ROFERON-A 9million iu/0.5mL prefilled syringe
h328.,FLUOROURACIL+ADRENALINE 30mg/0.1mg injection gel
h329.,*ACCUSITE injection gel
ha1c.,INTERFERON ALFA-2B 18million iu/3mL injection solution
ha1d.,VIRAFERON 18million iu/3mL injection solution
h5F..,TOPOTECAN
h5F1.,TOPOTECAN 4mg infusion (pdr for recon)
h5F2.,HYCAMTIN 4mg infusion (pdr for recon)
ha29.,INTERFERON BETA-1A 6million iu injection powder+solvent
ha2A.,AVONEX 6million iu injection powder+solvent
h5G..,IRINOTECAN HYDROCHLORIDE TRIHYDRATE
h5G1.,IRINOTECAN HYDROCHLORIDE TRIHYDRATE 40mg/2mL infusion concentrate
h5G2.,IRINOTECAN HYDROCHLORIDE TRIHYDRATE 100mg/5mL infusion concentrate
h5G3.,CAMPTO 40mg/2mL infusion concentrate
h5G4.,CAMPTO 100mg/5mL infusion concentrate
ha1e.,ROFERON-A 18million iu/1mL injection solution
ha1f.,INTERFERON ALFA-2A 18million iu/1mL injection solution
h293.,DAUNORUBICIN 20mg infusion (pdr for recon)
h294.,CERUBIDIN 20mg infusion (pdr for recon)
h45..,VINORELBINE
h451.,VINORELBINE 10mg/1mL intravenous solution
h452.,VINORELBINE 50mg/5mL intravenous solution
h453.,NAVELBINE 10mg/1mL intravenous solution
h454.,NAVELBINE 50mg/5mL intravenous solution
h14A.,CYCLOPHOS 200mg injection (pdr for recon)
h14B.,CYCLOPHOS 500mg injection (pdr for recon)
h14C.,CYCLOPHOS 1g injection (pdr for recon)
h5H..,ALTRETAMINE
h5H1.,ALTRETAMINE 50mg capsules
h5H2.,HEXALEN 50mg capsules
h32A.,FLUOROURACIL 2.5g/50mL injection
hg1..,TRETINOIN [CYTOSTATIC]
hg11.,TRETINOIN 10mg capsules
hg12.,VESANOID 10mg capsules
ha2B.,INTERFERON ALFA-2B 18million iu injection (pdr for recon)
ha2C.,INTRONA 18million iu injection (pdr for recon)
h843.,MYCOPHENOLATE MOFETIL 500mg tablets
h844.,CELLCEPT 500mg tablets
h5B3.,PACLITAXEL 100mg/16.7mL infusion concentrate
h5B4.,TAXOL 100mg/16.7mL infusion concentrate
ha2D.,INTERFERON ALFA-2B 15million iu/1mL prefilled pen
ha2E.,INTERFERON ALFA-2B 25million iu/1mL prefilled pen
ha2F.,INTERFERON ALFA-2B 50million iu/1mL prefilled pen
ha2G.,INTRONA 15million iu/1mL prefilled pen
ha2H.,INTRONA 25million iu/1mL prefilled pen
ha2I.,INTRONA 50million iu/1mL prefilled pen
ha2J.,VIRAFERON 15million iu/1mL prefilled pen
ha2K.,INTERFERON ALFA-2B 25million iu/2.5mL injection solution
ha2L.,INTRONA 25million iu/2.5mL injection solution
ha2M.,INTERFERON BETA-1A 6million iu/0.5mL prefilled syringe
ha2N.,REBIF 6million iu/0.5mL prefilled syringe
h82E.,CICLOSPORIN 10mg capsules
h82F.,NEORAL 10mg capsules
h41w.,ETOPOSIDE 100mg injection (pdr for recon)
h414.,ETOPOPHOS 100mg injection (pdr for recon)
h239.,DOXORUBICIN SOLUTION 10mg/5mL Cytosafe injection vials
h23A.,DOXORUBICIN SOLUTION 50mg/25mL Cytosafe injection vials
h248.,PHARMORUBICIN SOLUTION 10mg/5mL Cytosafe injection vials
h249.,PHARMORUBICIN SOLUTION 50mg/25mL Cytosafe injection vials
ha2O.,VIRAFERON 25million iu/1mL prefilled pen
h84z.,MYCOPHENOLATE MOFETIL 500mg infusion concentrate (pdr for recon)
h845.,CELLCEPT 500mg infusion concentrate (pdr for recon)
h5J..,TEMOZOLOMIDE
h5Jw.,TEMOZOLOMIDE 5mg capsules
h5Jx.,TEMOZOLOMIDE 20mg capsules
h5Jy.,TEMOZOLOMIDE 100mg capsules
h5Jz.,TEMOZOLOMIDE 250mg capsules
h5J1.,TEMODAL 5mg capsules
h5J2.,TEMODAL 20mg capsules
h5J4.,TEMODAL 250mg capsules
h5J3.,TEMODAL 100mg capsules
h82G.,SANGCYA 100mg/mL oral solution
ha2P.,INTERFERON BETA-1A 12million iu/0.5mL prefilled syringe
ha2Q.,REBIF 12million iu/0.5mL prefilled syringe
ha2R.,INTERFERON ALFA-2A 18million iu/0.6mL cartridges
ha2S.,ROFERON-A 18million iu/0.6mL cartridges
j59..,LEFLUNOMIDE
j59x.,LEFLUNOMIDE 10mg tablets
j59y.,LEFLUNOMIDE 20mg tablets
j59z.,LEFLUNOMIDE 100mg tablets
j591.,ARAVA 10mg tablets
j592.,ARAVA 20mg tablets
j593.,ARAVA 100mg tablets
h5I..,OXALIPLATIN
h5Iy.,OXALIPLATIN 50mg infusion (pdr for recon)
h5Iz.,OXALIPLATIN 100mg infusion (pdr for recon)
h5I1.,ELOXATIN 50mg infusion (pdr for recon)
h5I2.,ELOXATIN 100mg infusion (pdr for recon)
h83z.,TACROLIMUS 0.5mg capsules
h837.,PROGRAF 0.5mg capsules
h319.,CYTARABINE SOLUTION 100mg/5mL Cytosafe injection vials
h31A.,CYTARABINE SOLUTION 2g/20mL Cytosafe injection vials
h31B.,CYTARABINE SOLUTION 1g/10mL Cytosafe injection vials
h31C.,CYTARABINE SOLUTION 500mg/25mL Cytosafe injection vials
h31s.,CYTARABINE 500mg/25mL injection solution
h5Bz.,PACLITAXEL 300mg/50mL infusion concentrate
h5B5.,TAXOL 300mg/50mL infusion concentrate
h565.,ONKOTRONE 25mg/12.5mL injection
h564.,ONKOTRONE 20mg/10mL injection
h566.,ONKOTRONE 30mg/15mL injection
ha2T.,PEGINTERFERON ALFA-2B 50micrograms injection (pdr for recon)+solvent
ha2U.,PEGINTERFERON ALFA-2B 80micrograms injection (pdr for recon)+solvent
ha2V.,PEGINTERFERON ALFA-2B 100micrograms injection (pdr for recon)+solvent
ha2W.,VIRAFERONPEG 50micrograms injection (pdr for recon)+solvent
ha2X.,VIRAFERONPEG 80micrograms injection (pdr for recon)+solvent
ha2Y.,VIRAFERONPEG 100micrograms injection (pdr for recon)+solvent
h25w.,MITOMYCIN 40mg injection (pdr for recon)
h254.,MITOMYCIN C KYOWA 40mg injection (pdr for recon)
h5K..,VERTEPORFIN
h5Kz.,VERTEPORFIN 15mg i-v infusion (pdr for recon)
h5K1.,VISUDYNE 15mg i-v infusion (pdr for recon)
hh2..,TRASTUZUMAB
hh2z.,TRASTUZUMAB 150mg infusion conc (pdr for recon)
hh21.,HERCEPTIN 150mg infusion conc (pdr for recon)
ha2Z.,PEGINTRON 50micrograms injection (pdr for recon)+solvent
ha2z.,PEGINTERFERON ALFA-2B 120micrograms injection (pdr for recon)+solvent
ha2y.,PEGINTERFERON ALFA-2B 150micrograms injection (pdr for recon)+solvent
ha2a.,PEGINTRON 80micrograms injection (pdr for recon)+solvent
ha2b.,PEGINTRON 100micrograms injection (pdr for recon)+solvent
ha2c.,PEGINTRON 120micrograms injection (pdr for recon)+solvent
ha2d.,PEGINTRON 150micrograms injection (pdr for recon)+solvent
ha2e.,VIRAFERONPEG 120micrograms injection (pdr for recon)+solvent
dA1..,GLATIRAMER
h5Cz.,FLUDARABINE PHOSPHATE 10mg tablets
h5C3.,FLUDARA 10mg tablets
h23x.,LIPOSOMAL DOXORUBICIN HYDROCHLORIDE 50mg/25mL infusion concentrate
h23B.,CAELYX 50mg/25mL infusion concentrate
h53f.,*PLATINEX 50mg/50mL injection
h53g.,*PLATINEX 100mg/100mL inj
h52y.,CARBOPLATIN 600mg/60mL infusion
h526.,PARAPLATIN 600mg/60mL infusion
h3A..,CAPECITABINE
h3Az.,CAPECITABINE 150mg tablets
h3Ay.,CAPECITABINE 500mg tablets
h3A1.,XELODA 150mg tablets
h3A2.,XELODA 500mg tablets
ha2f.,VIRAFERONPEG 150micrograms injection (pdr for recon)+solvent
h3B..,TEGAFUR+URACIL
h3Bz.,TEGAFUR+URACIL 100mg/224mg capsules
h3B1.,*UFTORAL 100mg/224mg capsules
h5Fz.,TOPOTECAN 1mg infusion (pdr for recon)
h5F3.,HYCAMTIN 1mg infusion (pdr for recon)
