codes,description,bnf_paragraph
18342111000001100,Leflunomide 10mg tablets (Alliance Healthcare (Distribution) Ltd),1001030
18756811000001107,Leflunomide 10mg tablets (A A H Pharmaceuticals Ltd),1001030
18757111000001102,Leflunomide 10mg tablets (A A H Pharmaceuticals Ltd),1001030
18810411000001100,Leflunomide 10mg tablets (Teva UK Ltd),1001030
18812511000001100,Leflunomide 10mg tablets (Teva UK Ltd),1001030
19783111000001102,Leflunomide 10mg tablets (Actavis UK Ltd),1001030
19783311000001100,Leflunomide 10mg tablets (Actavis UK Ltd),1001030
20290211000001108,Leflunomide 10mg tablets (Sandoz Ltd),1001030
20290311000001100,Leflunomide 10mg tablets (Sandoz Ltd),1001030
20839511000001103,Leflunomide 10mg tablets (Aspire Pharma Ltd),1001030
20839711000001108,Leflunomide 10mg tablets (Aspire Pharma Ltd),1001030
20914411000001104,Leflunomide 10mg tablets (Zentiva),1001030
20914511000001100,Leflunomide 10mg tablets (Zentiva),1001030
22063011000001107,Leflunomide 10mg tablets (Waymade Healthcare Plc),1001030
22063111000001108,Leflunomide 10mg tablets (Waymade Healthcare Plc),1001030
24116711000001101,Leflunomide 10mg tablets (Morningside Healthcare Ltd),1001030
24116811000001109,Leflunomide 10mg tablets (Morningside Healthcare Ltd),1001030
24363111000001104,Leflunomide 10mg tablets (DE Pharmaceuticals),1001030
24363211000001105,Leflunomide 10mg tablets (DE Pharmaceuticals),1001030
29884411000001106,Leflunomide 10mg tablets (Sigma Pharmaceuticals Plc),1001030
29884511000001105,Leflunomide 10mg tablets (Sigma Pharmaceuticals Plc),1001030
30219011000001109,Leflunomide 10mg tablets (Mawdsley-Brooks & Company Ltd),1001030
30219111000001105,Leflunomide 10mg tablets (Mawdsley-Brooks & Company Ltd),1001030
33592411000001101,Leflunomide 10mg tablets (Mylan),1001030
33592711000001107,Leflunomide 10mg tablets (Mylan),1001030
37574311000001101,Leflunomide 10mg tablets (Relonchem Ltd),1001030
37574411000001108,Leflunomide 10mg tablets (Relonchem Ltd),1001030
39012111000001106,Leflunomide 10mg tablets (Medihealth (Northern) Ltd),1001030
39012211000001100,Leflunomide 10mg tablets (Medihealth (Northern) Ltd),1001030
330059005,Leflunomide 100mg tablets,1001030
1317211000001107,Leflunomide 100mg tablets,1001030
404111000001101,Arava 100mg tablets (Sanofi),1001030
2186511000001100,Arava 100mg tablets (Sanofi),1001030
330058002,Leflunomide 20mg tablets,1001030
1132911000001101,Leflunomide 20mg tablets,1001030
13772111000001103,Leflunomide 20mg tablets,1001030
62411000001105,Arava 20mg tablets (Sanofi),1001030
2186811000001102,Arava 20mg tablets (Sanofi),1001030
18172911000001106,Leflunomide 20mg tablets (medac UK),1001030
18173011000001103,Leflunomide 20mg tablets (medac UK),1001030
18342211000001106,Leflunomide 20mg tablets (Alliance Healthcare (Distribution) Ltd),1001030
18342311000001103,Leflunomide 20mg tablets (Alliance Healthcare (Distribution) Ltd),1001030
18757211000001108,Leflunomide 20mg tablets (A A H Pharmaceuticals Ltd),1001030
18757311000001100,Leflunomide 20mg tablets (A A H Pharmaceuticals Ltd),1001030
18812611000001101,Leflunomide 20mg tablets (Teva UK Ltd),1001030
18812711000001105,Leflunomide 20mg tablets (Teva UK Ltd),1001030
19783511000001106,Leflunomide 20mg tablets (Actavis UK Ltd),1001030
19783611000001105,Leflunomide 20mg tablets (Actavis UK Ltd),1001030
20290411000001107,Leflunomide 20mg tablets (Sandoz Ltd),1001030
20290511000001106,Leflunomide 20mg tablets (Sandoz Ltd),1001030
20839811000001100,Leflunomide 20mg tablets (Aspire Pharma Ltd),1001030
20840011000001104,Leflunomide 20mg tablets (Aspire Pharma Ltd),1001030
20914611000001101,Leflunomide 20mg tablets (Zentiva),1001030
20914711000001105,Leflunomide 20mg tablets (Zentiva),1001030
22063211000001102,Leflunomide 20mg tablets (Waymade Healthcare Plc),1001030
22063411000001103,Leflunomide 20mg tablets (Waymade Healthcare Plc),1001030
24116911000001104,Leflunomide 20mg tablets (Morningside Healthcare Ltd),1001030
24117011000001100,Leflunomide 20mg tablets (Morningside Healthcare Ltd),1001030
24363311000001102,Leflunomide 20mg tablets (DE Pharmaceuticals),1001030
24363511000001108,Leflunomide 20mg tablets (DE Pharmaceuticals),1001030
29884611000001109,Leflunomide 20mg tablets (Sigma Pharmaceuticals Plc),1001030
29884711000001100,Leflunomide 20mg tablets (Sigma Pharmaceuticals Plc),1001030
33592811000001104,Leflunomide 20mg tablets (Mylan),1001030
33592911000001109,Leflunomide 20mg tablets (Mylan),1001030
37574511000001107,Leflunomide 20mg tablets (Relonchem Ltd),1001030
37574611000001106,Leflunomide 20mg tablets (Relonchem Ltd),1001030
39012311000001108,Leflunomide 20mg tablets (Medihealth (Northern) Ltd),1001030
39012411000001101,Leflunomide 20mg tablets (Medihealth (Northern) Ltd),1001030
327090002,Ciclosporin 10mg capsules,0802020
1134411000001102,Ciclosporin 10mg capsules,0802020
5365211000001102,Ciclosporin 10mg capsules,0802020
303511000001103,Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
2354511000001108,Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
5365411000001103,Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
29934611000001109,Vanquoral 10mg capsules (Teva UK Ltd),0802020
30737011000001104,Vanquoral 10mg capsules (Teva UK Ltd),0802020
29935211000001108,Vanquoral 10mg capsules (Teva UK Ltd),0802020
327082002,Ciclosporin 25mg capsules,0802020
1169111000001103,Ciclosporin 25mg capsules,0802020
5572011000001109,Ciclosporin 25mg capsules,0802020
347811000001104,Sandimmun 25mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
2354611000001107,Sandimmun 25mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
660811000001100,Neoral 25mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
2354711000001103,Neoral 25mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
16306511000001107,Deximune 25mg capsules (Dexcel-Pharma Ltd),0802020
16306611000001106,Deximune 25mg capsules (Dexcel-Pharma Ltd),0802020
16550511000001102,Ciclosporin 25mg capsules (A A H Pharmaceuticals Ltd),0802020
16550611000001103,Ciclosporin 25mg capsules (A A H Pharmaceuticals Ltd),0802020
17666911000001105,Capimune 25mg capsules (Mylan),0802020
17667011000001109,Capimune 25mg capsules (Mylan),0802020
17856611000001101,Ciclosporin 25mg capsules (Phoenix Healthcare Distribution Ltd),0802020
17856711000001105,Ciclosporin 25mg capsules (Phoenix Healthcare Distribution Ltd),0802020
19377311000001100,Capsorin 25mg capsules (Morningside Healthcare Ltd),0802020
19377411000001107,Capsorin 25mg capsules (Morningside Healthcare Ltd),0802020
21263111000001101,Ciclosporin 25mg capsules (Sigma Pharmaceuticals Plc),0802020
21263211000001107,Ciclosporin 25mg capsules (Sigma Pharmaceuticals Plc),0802020
21835711000001102,Ciclosporin 25mg capsules (Cubic Pharmaceuticals Ltd),0802020
21835811000001105,Ciclosporin 25mg capsules (Cubic Pharmaceuticals Ltd),0802020
22408311000001108,Ciclosporin 25mg capsules (DE Pharmaceuticals),0802020
22408411000001101,Ciclosporin 25mg capsules (DE Pharmaceuticals),0802020
22604211000001109,Ciclosporin 25mg capsules (Colorama Pharmaceuticals Ltd),0802020
22604311000001101,Ciclosporin 25mg capsules (Colorama Pharmaceuticals Ltd),0802020
23428411000001104,Ciclosporin 25mg capsules (J M McGill Ltd),0802020
23428511000001100,Ciclosporin 25mg capsules (J M McGill Ltd),0802020
23936511000001102,Ciclosporin 25mg capsules (Niche Pharma Ltd),0802020
23936811000001104,Ciclosporin 25mg capsules (Niche Pharma Ltd),0802020
24157711000001107,Ciclosporin 25mg capsules (Ethigen Ltd),0802020
24157811000001104,Ciclosporin 25mg capsules (Ethigen Ltd),0802020
24519911000001104,Ciclosporin 25mg capsules (Mawdsley-Brooks & Company Ltd),0802020
24520011000001102,Ciclosporin 25mg capsules (Mawdsley-Brooks & Company Ltd),0802020
25694011000001104,Ciclosporin 25mg capsules (Icarus Pharmaceuticals Ltd),0802020
25694211000001109,Ciclosporin 25mg capsules (Icarus Pharmaceuticals Ltd),0802020
26021211000001109,Ciclosporin 25mg capsules (Ennogen Healthcare Ltd),0802020
26021711000001102,Ciclosporin 25mg capsules (Ennogen Healthcare Ltd),0802020
28122711000001107,Ciclosporin 25mg capsules (Pharma-z Ltd),0802020
28122811000001104,Ciclosporin 25mg capsules (Pharma-z Ltd),0802020
28335911000001108,Vanquoral 25mg capsules (Teva UK Ltd),0802020
28336111000001104,Vanquoral 25mg capsules (Teva UK Ltd),0802020
327085000,Ciclosporin 50mg capsules,0802020
1327411000001104,Ciclosporin 50mg capsules,0802020
27728811000001103,Ciclosporin 50mg capsules,0802020
638611000001108,Sandimmun 50mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
2354811000001106,Sandimmun 50mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
319211000001101,Neoral 50mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
2354911000001101,Neoral 50mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
16306711000001102,Deximune 50mg capsules (Dexcel-Pharma Ltd),0802020
16306811000001105,Deximune 50mg capsules (Dexcel-Pharma Ltd),0802020
16550711000001107,Ciclosporin 50mg capsules (A A H Pharmaceuticals Ltd),0802020
16550811000001104,Ciclosporin 50mg capsules (A A H Pharmaceuticals Ltd),0802020
17665611000001109,Capimune 50mg capsules (Mylan),0802020
17665711000001100,Capimune 50mg capsules (Mylan),0802020
17856811000001102,Ciclosporin 50mg capsules (Phoenix Healthcare Distribution Ltd),0802020
17856911000001107,Ciclosporin 50mg capsules (Phoenix Healthcare Distribution Ltd),0802020
19377111000001102,Capsorin 50mg capsules (Morningside Healthcare Ltd),0802020
19377211000001108,Capsorin 50mg capsules (Morningside Healthcare Ltd),0802020
21263311000001104,Ciclosporin 50mg capsules (Sigma Pharmaceuticals Plc),0802020
21263411000001106,Ciclosporin 50mg capsules (Sigma Pharmaceuticals Plc),0802020
21835511000001107,Ciclosporin 50mg capsules (Cubic Pharmaceuticals Ltd),0802020
21835611000001106,Ciclosporin 50mg capsules (Cubic Pharmaceuticals Ltd),0802020
22408511000001102,Ciclosporin 50mg capsules (DE Pharmaceuticals),0802020
22408611000001103,Ciclosporin 50mg capsules (DE Pharmaceuticals),0802020
22604411000001108,Ciclosporin 50mg capsules (Colorama Pharmaceuticals Ltd),0802020
22604511000001107,Ciclosporin 50mg capsules (Colorama Pharmaceuticals Ltd),0802020
23428611000001101,Ciclosporin 50mg capsules (J M McGill Ltd),0802020
23428711000001105,Ciclosporin 50mg capsules (J M McGill Ltd),0802020
23936711000001107,Ciclosporin 50mg capsules (Niche Pharma Ltd),0802020
23936911000001109,Ciclosporin 50mg capsules (Niche Pharma Ltd),0802020
24157911000001109,Ciclosporin 50mg capsules (Ethigen Ltd),0802020
24158011000001106,Ciclosporin 50mg capsules (Ethigen Ltd),0802020
24520111000001101,Ciclosporin 50mg capsules (Mawdsley-Brooks & Company Ltd),0802020
24520211000001107,Ciclosporin 50mg capsules (Mawdsley-Brooks & Company Ltd),0802020
25694711000001102,Ciclosporin 50mg capsules (Icarus Pharmaceuticals Ltd),0802020
25694911000001100,Ciclosporin 50mg capsules (Icarus Pharmaceuticals Ltd),0802020
26022211000001102,Ciclosporin 50mg capsules (Ennogen Healthcare Ltd),0802020
26024111000001100,Ciclosporin 50mg capsules (Ennogen Healthcare Ltd),0802020
28123311000001103,Ciclosporin 50mg capsules (Pharma-z Ltd),0802020
28123411000001105,Ciclosporin 50mg capsules (Pharma-z Ltd),0802020
28337411000001106,Vanquoral 50mg capsules (Teva UK Ltd),0802020
28338011000001101,Vanquoral 50mg capsules (Teva UK Ltd),0802020
327083007,Ciclosporin 100mg capsules,0802020
1155011000001109,Ciclosporin 100mg capsules,0802020
23677311000001108,Ciclosporin 100mg capsules,0802020
172611000001109,Sandimmun 100mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
2355011000001101,Sandimmun 100mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
456811000001107,Neoral 100mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
2355111000001100,Neoral 100mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
16306911000001100,Deximune 100mg capsules (Dexcel-Pharma Ltd),0802020
16307011000001101,Deximune 100mg capsules (Dexcel-Pharma Ltd),0802020
16550911000001109,Ciclosporin 100mg capsules (A A H Pharmaceuticals Ltd),0802020
16551011000001101,Ciclosporin 100mg capsules (A A H Pharmaceuticals Ltd),0802020
17665811000001108,Capimune 100mg capsules (Mylan),0802020
17665911000001103,Capimune 100mg capsules (Mylan),0802020
17857011000001106,Ciclosporin 100mg capsules (Phoenix Healthcare Distribution Ltd),0802020
17857111000001107,Ciclosporin 100mg capsules (Phoenix Healthcare Distribution Ltd),0802020
19376911000001102,Capsorin 100mg capsules (Morningside Healthcare Ltd),0802020
19377011000001103,Capsorin 100mg capsules (Morningside Healthcare Ltd),0802020
21263511000001105,Ciclosporin 100mg capsules (Sigma Pharmaceuticals Plc),0802020
21263611000001109,Ciclosporin 100mg capsules (Sigma Pharmaceuticals Plc),0802020
21835311000001101,Ciclosporin 100mg capsules (Cubic Pharmaceuticals Ltd),0802020
21835411000001108,Ciclosporin 100mg capsules (Cubic Pharmaceuticals Ltd),0802020
22408711000001107,Ciclosporin 100mg capsules (DE Pharmaceuticals),0802020
22408811000001104,Ciclosporin 100mg capsules (DE Pharmaceuticals),0802020
22604011000001104,Ciclosporin 100mg capsules (Colorama Pharmaceuticals Ltd),0802020
22604111000001103,Ciclosporin 100mg capsules (Colorama Pharmaceuticals Ltd),0802020
23428211000001103,Ciclosporin 100mg capsules (J M McGill Ltd),0802020
23428311000001106,Ciclosporin 100mg capsules (J M McGill Ltd),0802020
23936311000001108,Ciclosporin 100mg capsules (Niche Pharma Ltd),0802020
23936411000001101,Ciclosporin 100mg capsules (Niche Pharma Ltd),0802020
24113511000001103,Ciclosporin 100mg capsules (Lexon (UK) Ltd),0802020
24113911000001105,Ciclosporin 100mg capsules (Lexon (UK) Ltd),0802020
24158111000001107,Ciclosporin 100mg capsules (Ethigen Ltd),0802020
24158211000001101,Ciclosporin 100mg capsules (Ethigen Ltd),0802020
24520311000001104,Ciclosporin 100mg capsules (Mawdsley-Brooks & Company Ltd),0802020
24520411000001106,Ciclosporin 100mg capsules (Mawdsley-Brooks & Company Ltd),0802020
25695111000001104,Ciclosporin 100mg capsules (Icarus Pharmaceuticals Ltd),0802020
25695311000001102,Ciclosporin 100mg capsules (Icarus Pharmaceuticals Ltd),0802020
26019111000001108,Ciclosporin 100mg capsules (Ennogen Healthcare Ltd),0802020
26019411000001103,Ciclosporin 100mg capsules (Ennogen Healthcare Ltd),0802020
28122211000001100,Ciclosporin 100mg capsules (Pharma-z Ltd),0802020
28122511000001102,Ciclosporin 100mg capsules (Pharma-z Ltd),0802020
28338911000001102,Vanquoral 100mg capsules (Teva UK Ltd),0802020
28339111000001107,Vanquoral 100mg capsules (Teva UK Ltd),0802020
327103006,Tacrolimus 500microgram capsules,0802020
1099511000001100,Tacrolimus 500microgram capsules,0802020
11159811000001104,Tacrolimus 500microgram capsules,0802020
21204511000001109,Tacrolimus 500microgram capsules,0802020
656111000001103,Prograf 500microgram capsules (Astellas Pharma Ltd),0802020
2367611000001109,Prograf 500microgram capsules (Astellas Pharma Ltd),0802020
18044811000001100,Adoport 0.5mg capsules (Sandoz Ltd),0802020
18044911000001105,Adoport 0.5mg capsules (Sandoz Ltd),0802020
18618011000001102,Vivadex 0.5mg capsules (Dexcel-Pharma Ltd),0802020
18618111000001101,Vivadex 0.5mg capsules (Dexcel-Pharma Ltd),0802020
18643411000001109,Tacrolimus 500microgram capsules (A A H Pharmaceuticals Ltd),0802020
18643511000001108,Tacrolimus 500microgram capsules (A A H Pharmaceuticals Ltd),0802020
19293811000001104,Tacni 0.5mg capsules (Teva UK Ltd),0802020
19293911000001109,Tacni 0.5mg capsules (Teva UK Ltd),0802020
19496811000001109,Capexion 0.5mg capsules (Mylan),0802020
19496911000001104,Capexion 0.5mg capsules (Mylan),0802020
23563711000001102,Perixis 0.5mg capsules (Accord Healthcare Ltd),0802020
23563811000001105,Perixis 0.5mg capsules (Accord Healthcare Ltd),0802020
327096008,Tacrolimus 1mg capsules,0802020
1272511000001107,Tacrolimus 1mg capsules,0802020
1195911000001100,Tacrolimus 1mg capsules,0802020
5491211000001106,Tacrolimus 1mg capsules,0802020
11159611000001103,Tacrolimus 1mg capsules,0802020
209911000001103,Prograf 1mg capsules (Astellas Pharma Ltd),0802020
2368211000001106,Prograf 1mg capsules (Astellas Pharma Ltd),0802020
2368411000001105,Prograf 1mg capsules (Astellas Pharma Ltd),0802020
18044411000001102,Adoport 1mg capsules (Sandoz Ltd),0802020
18044511000001103,Adoport 1mg capsules (Sandoz Ltd),0802020
18044711000001108,Adoport 1mg capsules (Sandoz Ltd),0802020
18617711000001101,Vivadex 1mg capsules (Dexcel-Pharma Ltd),0802020
18617811000001109,Vivadex 1mg capsules (Dexcel-Pharma Ltd),0802020
18617911000001104,Vivadex 1mg capsules (Dexcel-Pharma Ltd),0802020
18643711000001103,Tacrolimus 1mg capsules (A A H Pharmaceuticals Ltd),0802020
18643811000001106,Tacrolimus 1mg capsules (A A H Pharmaceuticals Ltd),0802020
18643911000001101,Tacrolimus 1mg capsules (A A H Pharmaceuticals Ltd),0802020
19294011000001107,Tacni 1mg capsules (Teva UK Ltd),0802020
19294111000001108,Tacni 1mg capsules (Teva UK Ltd),0802020
19294411000001103,Tacni 1mg capsules (Teva UK Ltd),0802020
19497011000001100,Capexion 1mg capsules (Mylan),0802020
19497911000001101,Capexion 1mg capsules (Mylan),0802020
19497111000001104,Capexion 1mg capsules (Mylan),0802020
23564011000001102,Perixis 1mg capsules (Accord Healthcare Ltd),0802020
23564211000001107,Perixis 1mg capsules (Accord Healthcare Ltd),0802020
23564511000001105,Perixis 1mg capsules (Accord Healthcare Ltd),0802020
327097004,Tacrolimus 5mg capsules,0802020
987411000001104,Tacrolimus 5mg capsules,0802020
23605911000001107,Tacrolimus 5mg capsules,0802020
37993811000001109,Tacrolimus 5mg capsules,0802020
752211000001104,Prograf 5mg capsules (Astellas Pharma Ltd),0802020
2368611000001108,Prograf 5mg capsules (Astellas Pharma Ltd),0802020
18044211000001101,Adoport 5mg capsules (Sandoz Ltd),0802020
18044311000001109,Adoport 5mg capsules (Sandoz Ltd),0802020
18618211000001107,Vivadex 5mg capsules (Dexcel-Pharma Ltd),0802020
18618311000001104,Vivadex 5mg capsules (Dexcel-Pharma Ltd),0802020
18644711000001101,Tacrolimus 5mg capsules (A A H Pharmaceuticals Ltd),0802020
18644911000001104,Tacrolimus 5mg capsules (A A H Pharmaceuticals Ltd),0802020
19294211000001102,Tacni 5mg capsules (Teva UK Ltd),0802020
19294311000001105,Tacni 5mg capsules (Teva UK Ltd),0802020
19498011000001104,Capexion 5mg capsules (Mylan),0802020
19498111000001103,Capexion 5mg capsules (Mylan),0802020
23564611000001109,Perixis 5mg capsules (Accord Healthcare Ltd),0802020
23564711000001100,Perixis 5mg capsules (Accord Healthcare Ltd),0802020
330037008,Hydroxychloroquine 200mg tablets,1001030
1018811000001108,Hydroxychloroquine 200mg tablets,1001030
663811000001107,Plaquenil 200mg tablets (Sanofi),1001030
2384311000001106,Plaquenil 200mg tablets (Sanofi),1001030
16054711000001104,Hydroxychloroquine 200mg tablets (Bristol Laboratories Ltd),1001030
16054811000001107,Hydroxychloroquine 200mg tablets (Bristol Laboratories Ltd),1001030
17042211000001101,Quinoric 200mg tablets (Bristol Laboratories Ltd),1001030
17042311000001109,Quinoric 200mg tablets (Bristol Laboratories Ltd),1001030
17176311000001102,Hydroxychloroquine 200mg tablets (A A H Pharmaceuticals Ltd),1001030
17176511000001108,Hydroxychloroquine 200mg tablets (A A H Pharmaceuticals Ltd),1001030
18109211000001104,Hydroxychloroquine 200mg tablets (Phoenix Healthcare Distribution Ltd),1001030
18109311000001107,Hydroxychloroquine 200mg tablets (Phoenix Healthcare Distribution Ltd),1001030
20476911000001105,Hydroxychloroquine 200mg tablets (Teva UK Ltd),1001030
20477011000001109,Hydroxychloroquine 200mg tablets (Teva UK Ltd),1001030
20507211000001102,Hydroxychloroquine 200mg tablets (Alliance Healthcare (Distribution) Ltd),1001030
20507311000001105,Hydroxychloroquine 200mg tablets (Alliance Healthcare (Distribution) Ltd),1001030
20565811000001105,Hydroxychloroquine 200mg tablets (Blackrock Pharmaceuticals Ltd),1001030
20565911000001100,Hydroxychloroquine 200mg tablets (Blackrock Pharmaceuticals Ltd),1001030
