code,description
B6141,"Hodgkin's nodular sclerosis of head, face and neck"
BBj1.,"[M]Hodgkin's disease, lymphocytic predominance"
B6140,"Hodgkin's disease, nodular sclerosis of unspecified site"
BBr66,[M]Acute promyelocytic leukaemia
B62y0,Malignant lymphoma NOS of unspecified site
BBm4.,[M]True histiocytic lymphoma
B672.,Megakaryocytic leukaemia
BBr8.,[M]Eosinophilic leukaemias
B62x1,Lymphoepithelioid lymphoma
BBgQ.,[M]Malignant lymphomatous polyposis
B6208,Nodular lymphoma of lymph nodes of multiple sites
B6152,Hodgkin's mixed cellularity of intrathoracic lymph nodes
B623z,MALIGNANT HISTIOCYTOSIS NOS
BBk8.,"[M]Malig lymp,follicular centre cell,noncleaved,follicular"
B62x5,Malignant immunoproliferative small intestinal disease
B6021,"Burkitt's lymphoma of lymph nodes of head, face and neck"
BBm3.,[M]LETTERER - SIWE DISEASE
B936.,Neoplasm of uncertain behaviour of plasma cells
B61z2,Hodgkin's disease NOS of intrathoracic lymph nodes
B61z1,"Hodgkin's disease NOS of lymph nodes of head, face and neck"
BBr0z,"[M]Leukaemia unspecified, NOS"
B62y7,Malignant lymphoma NOS of spleen
B6000,Reticulosarcoma of unspecified site
BBgJ.,"[M]Malignant lymphoma, centroblastic type NOS"
N3309,OSTEOPOROSIS IN MULTIPLE MYELOMATOSIS
BBgC.,[M]Lymphocytic lymphosarcoma NOS
4M20.,Lymphoma stage I
BBmF.,[M] Angiocentric immunoproliferative lesion
B6143,Hodgkin's nodular sclerosis of intra-abdominal lymph nodes
BBgN.,"[M]Malign lymphoma,lymphocytic,intermediate differn, diffuse"
B690.,Acute myelomonocytic leukaemia
B61z0,"Hodgkin's disease NOS, unspecified site"
ByuD6,[X]Other myeloid leukaemia
BBj0.,[M]Hodgkin's disease NOS
BBr6z,[M]Other myeloid leukaemia NOS
B6012,Lymphosarcoma of intrathoracic lymph nodes
B62x4,Malignant reticulosis
B614z,"Hodgkin's disease, nodular sclerosis NOS"
B62y5,Malignant lymphoma NOS of lymph node inguinal region and leg
BBm1.,[M]MALIGNANT HISTIOCYTOSIS
ByuDE,[X]Unspecified B-cell non-Hodgkin's lymphoma
B652.,Subacute myeloid leukaemia
BBr01,[M]Stem cell leukaemia
B6164,Hodgkin's lymphocytic depletion lymph nodes axilla and arm
BBk0.,"[M]Malignant lymphoma, nodular NOS"
B601z,Lymphosarcoma NOS
BBn2.,[M]PLASMACYTOMA NOS
BBm0.,[M]Microglioma
BBgS.,"[M]Malignant lymphoma, large cell, cleaved, diffuse"
B612.,Hodgkin's sarcoma
BBnz.,[M]Plasma cell tumour NOS
ByuD3,[X]Other specified types of non-Hodgkin's lymphoma
BBj61,"[M]Hodgkin,s disease, nodular sclerosis, mixed cellularity"
B62z1,UNSPEC MALIG NEOP LYMPHOID/HISTIOCYTIC LYMPH NODE HEAD/NECK
ByuDC,"[X]Diffuse non-Hodgkin's lymphoma, unspecified"
B63y.,Other immunoproliferative neoplasms
BBr3.,[M]Plasma cell leukaemias
B6013,Lymphosarcoma of intra-abdominal lymph nodes
BBk0.,[M]Brill - Symmers' disease
BBr01,[M]Blastic leukaemia
B6240,Leukaemic reticuloendotheliosis of unspecified sites
B6243,Leukaemic reticuloend of intra-abdominal lymph nodes
ByuD9,[X]Other leukaemia of unspecified cell type
B6278,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)
B62z.,MALIGNANT NEOPLASMS OF LYMPHOID AND HISTIOCYTIC TISSUE NOS
B6144,Hodgkin's nodular sclerosis of lymph nodes of axilla and arm
B610.,Hodgkin's paragranuloma
BBj10,"[M]Hodgkin,s disease, lymphocytic predominance, diffuse"
B6233,MALIGNANT HISTIOCYTOSIS OF INTRA-ABDOMINAL LYMPH NODES
B620z,Nodular lymphoma NOS
B673.,Mast cell leukaemia
B672.,Thrombocytic leukaemia
B65yz,Other myeloid leukaemia NOS
B6200,Nodular lymphoma of unspecified site
A7897,HIV dis resulting oth types of non-Hodgkin's lymphoma
BBgK.,"[M]Malig lymphoma, follicular centre cell, non-cleaved NOS"
BBr63,[M]Naegeli-type monocytic leukaemia
ByuD5,[X]Other lymphoid leukaemia
BBp2.,[M]MALIGNANT MASTOCYTOSIS
B6142,Hodgkin's nodular sclerosis of intrathoracic lymph nodes
ByuD1,[X]Other types of follicular non-Hodgkin's lymphoma
B66..,Monoblastic leukaemia
B616.,"Hodgkin's disease, lymphocytic depletion"
B6124,Hodgkin's sarcoma of lymph nodes of axilla and upper limb
B6131,"Hodgkin's, lymphocytic-histiocytic pred of head, face, neck"
BBmJ.,[M] Angioendotheliomatosis
BBgA.,"[M]Malignant lymphoma, centroblastic-centrocytic, diffuse"
BBrA1,[M]Thrombocytic leukaemia
BBg5.,"[M]Malignant lymphoma, convoluted cell type NOS"
B6230,MALIGNANT HISTIOCYTOSIS OF UNSPECIFIED SITE
AyuC6,[X]HIV disease resulting in other non-Hodgkin's lymphoma
BBgC.,"[M]Malignant lymphoma, lymphocytic, well differentiated NOS"
B6003,Reticulosarcoma of intra-abdominal lymph nodes
B627D,Diffuse non-Hodgkin's centroblastic lymphoma
B62zz,Immunoproliferative neoplasm
B653.,Myeloid sarcoma
BBm1.,[M]Malignant reticulosis
B6271,Follicular non-Hodg mixed sml cleavd & lge cell lymphoma
BBr40,[M]Erythroleukaemia
B6001,"Reticulosarcoma of lymph nodes of head, face and neck"
BBg3.,"[M]Malignant lymphoma, undifferentiated cell type NOS"
B6130,"Hodgkin's, lymphocytic-histiocytic predominance unspec site"
B6011,"Lymphosarcoma of lymph nodes of head, face and neck"
B62y6,Malignant lymphoma NOS of intrapelvic lymph nodes
B602z,Burkitt's lymphoma NOS
BBr80,[M]Eosinophilic leukaemia
B62z5,UNSPEC MALIG NEOP LYMPHOID/HISTIOCYTIC NODES INGUINAL/LEG
BBgT.,"[M]Malignant lymphoma, large cell, noncleaved, diffuse"
B6010,Lymphosarcoma of unspecified site
BBgP.,"[M]Malignant lymphoma, mixed small and large cell, diffuse"
4M23.,Lymphoma stage IV
BBr60,[M]Myeloid leukaemia NOS
BBr02,[M]Subacute leukaemia NOS
BBgG.,"[M]Malignant lymphoma, lymphocytic, poorly different NOS"
B67y0,Lymphosarcoma cell leukaemia
BBrA1,[M]Megakaryocytic leukaemia
BBr04,[M]Aleukaemic leukaemia NOS
BBh0.,[M]Reticulosarcoma NOS
ByuDB,"[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf"
B6215,Mycosis fungoides of lymph nodes of inguinal region and leg
B62y2,Malignant lymphoma NOS of intrathoracic lymph nodes
B642.,Subacute lymphoid leukaemia
BBrA.,[M]Miscellaneous leukaemias
BBr90,[M]Monocytic leukaemia NOS
BBn2.,[M]SOLITARY MYELOMA
B6133,"Hodgkin's, lymphocytic-histiocytic pred intra-abdominal node"
B624z,Leukaemic reticuloendotheliosis NOS
B624.,Hairy cell leukaemia
BBj9.,[M]Hodgkin's granuloma
ByuD8,[X]Other specified leukaemias
B626z,MALIGNANT MAST CELL TUMOUR NOS
ByuD7,[X]Other monocytic leukaemia
B62x0,T-zone lymphoma
B6213,Mycosis fungoides of intra-abdominal lymph nodes
B61z4,Hodgkin's disease NOS of lymph nodes of axilla and arm
B6203,Nodular lymphoma of intra-abdominal lymph nodes
B6132,"Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes"
B6025,Burkitt's lymphoma of lymph nodes of inguinal region and leg
B66z.,Monocytic leukaemia NOS
B62z2,UNSPEC MALIG NEOP LYMPHOID/HISTIOCYTIC OF INTRATHORACIC NODE
B6135,"Hodgkin's, lymphocytic-histiocytic pred inguinal and leg"
B615z,"Hodgkin's disease, mixed cellularity NOS"
B67y.,Other and unspecified leukaemia
BBp1.,[M]MAST CELL SARCOMA
B61z7,Hodgkin's disease NOS of spleen
B6151,"Hodgkin's mixed cellularity of lymph nodes head, face, neck"
B6231,"MALIGNANT HISTIOCYTOSIS OF LYMPH NODES HEAD, FACE AND NECK"
4M21.,Lymphoma stage II
B6205,Nodular lymphoma of lymph nodes of inguinal region and leg
B6218,Mycosis fungoides of lymph nodes of multiple sites
B6160,Hodgkin's lymphocytic depletion of unspecified site
B6007,Reticulosarcoma of spleen
B6136,"Hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes"
BBl0.,[M]Mycosis fungoides
B6279,Maltoma
B62x6,True histiocytic lymphoma
B6279,Mucosa-associated lymphoma
B62zz,LYMPHOID AND HISTIOCYTIC MALIGNANCY NOS
B6210,Mycosis fungoides of unspecified site
BBj4.,"[M]Hodgkin's disease,lymphocytic depletion,diffuse fibrosis"
B6214,Mycosis fungoides of lymph nodes of axilla and upper limb
BBrA3,[M]Myeloid sarcoma
B6023,Burkitt's lymphoma of intra-abdominal lymph nodes
B61z8,Hodgkin's disease NOS of lymph nodes of multiple sites
BBl1.,[M]Sezary's disease
BBk7.,"[M]Malignant lymphoma, centroblastic type, follicular"
B6150,"Hodgkin's disease, mixed cellularity of unspecified site"
BBrA3,[M]Granulocytic sarcoma
ByuD2,[X]Other types of diffuse non-Hodgkin's lymphoma
B6103,Hodgkin's paragranuloma of intra-abdominal lymph nodes
B6111,"Hodgkin's granuloma of lymph nodes of head, face and neck"
BBk2.,"[M]Malignant lymphoma, centroblastic-centrocytic, follicular"
B61z5,Hodgkin's disease NOS of lymph nodes inguinal region and leg
B66y.,Other monocytic leukaemia
C3332,GAMMA HEAVY CHAIN DISEASE
BBj7.,"[M]Hodgkin's disease, nodular sclerosis, cellular phase"
B600z,Reticulosarcoma NOS
B67yz,Other and unspecified leukaemia NOS
BBg6.,[M]Lymphosarcoma NOS
BBlz.,[M]Mycosis fungoides NOS
BBn3.,"[M]Plasma cell tumour, malignant"
SP08A,Post-transplant lymphoproliferative disorder
B60y.,Other specified reticulosarcoma or lymphosarcoma
B60z.,Reticulosarcoma or lymphosarcoma NOS
B6022,Burkitt's lymphoma of intrathoracic lymph nodes
B6015,Lymphosarcoma of lymph nodes of inguinal region and leg
B6101,"Hodgkin's paragranuloma of lymph nodes of head, face, neck"
B622z,Sezary's disease NOS
BBh2.,"[M]Reticulosarcoma, nodular"
B6265,Mast cell malignancy of lymph nodes inguinal region and leg
B6510,Chronic eosinophilic leukaemia
BBr4z,[M]Erythroleukaemia NOS
B627A,Diffuse non-Hodgkin's large cell lymphoma
BBs1.,[M]Acute panmyelosis
C3331,Alpha heavy chain disease
BBj0.,"[M]Lymphogranuloma, malignant"
B62z8,Unspec malig neop lymphoid/histiocytic of multiple sites
B616z,"Hodgkin's disease, lymphocytic depletion NOS"
B662.,Subacute monocytic leukaemia
B6167,"Hodgkin's disease, lymphocytic depletion of spleen"
B6252,Letterer-Siwe disease of intrathoracic lymph nodes
BBn2.,[M]Monostotic myeloma
B627E,Diffuse large B-cell lymphoma
ByuD4,[X]Other malignant immunoproliferative diseases
B6250,Letterer-Siwe disease of unspecified sites
BBrA6,[M]Acute panmyelosis
B6512,Chronic neutrophilic leukaemia
B6017,Lymphosarcoma of spleen
B62z3,Unspec malig neop lymphoid/histiocytic intra-abdominal nodes
B66yz,Other monocytic leukaemia NOS
B6260,Mast cell malignancy of unspecified site
B628.,Follicular lymphoma
B677.,Myelodysplastic and myeloproliferative disease
B61..,Hodgkin lymphoma
B6400,B-cell acute lymphoblastic leukaemia
B6410,B-cell chronic lymphocytic leukaemia
B62F0,Small cell B-cell lymphoma
B627.,Non-Hodgkin lymphoma
B62F2,Lymphoblastic (diffuse) lymphoma
B6304,Solitary plasmacytoma
B692.,Subacute myelomonocytic leukaemia
B61C.,Other classical Hodgkin lymphoma
B62F1,Mantle cell lymphoma
B6138,"Hodgkin's, lymphocytic-histiocytic pred of multiple sites"
B654.,Acute myeloblastic leukaemia
B6018,Lymphosarcoma of lymph nodes of multiple sites
B62E3,Cutaneous T-cell lymphoma
B617.,Nodular lymphocyte predominant Hodgkin lymphoma
B62Ew,Other mature T/NK-cell lymphoma
B64y5,Adult T-cell lymphoma/leukaemia (HTLV-1-associated)
B6283,Follicular lymphoma grade 3a
ByuDA,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue"
B627G,Mediastinal (thymic) large B-cell lymphoma
B693.,Juvenile myelomonocytic leukaemia
B62D.,Histiocytic sarcoma
B62E.,T/NK-cell lymphoma
B6281,Follicular lymphoma grade 2
B6202,Nodular lymphoma of intrathoracic lymph nodes
B62EA,Primary cutaneous CD30-positive T-cell proliferations
B62A.,Sarcoma of dendritic cells
B62E8,Blastic NK-cell lymphoma
B9379,Myelodysplastic syndrome isolated del(5q) chromosomal abnorm
B6147,"Hodgkin's disease, nodular sclerosis of spleen"
B62E1,"Anaplastic large cell lymphoma, ALK-positive"
B62E9,Angioimmunoblastic T-cell lymphoma
B62E6,Enteropathy-associated T-cell lymphoma
B62C.,Unifocal Langerhans-cell histiocytosis
B629.,Multifocal multisystemic dissem Langerhans-cell histiocytosi
B618.,Nodular sclerosis classical Hodgkin lymphoma
B6280,Follicular lymphoma grade 1
B9379,5Q minus syndrome
B62E7,Subcutaneous panniculitic T-cell lymphoma
B62E2,"Anaplastic large cell lymphoma, ALK-negative"
B6511,"Chronic myeloid leukaemia, BCR/ABL positive"
B627F,Extranod marg zone B-cell lymphom mucosa-assoc lymphoid tiss
B6287,Other types of follicular lymphoma
BBh..,[M]Reticulosarcomas
BBr70,[M]Basophilic leukaemia
B61z.,Hodgkin lymphoma NOS
BBr62,[M]Subacute myeloid leukaemia
B61B.,Lymphocyte-rich classical Hodgkin lymphoma
B62F.,Non-follicular lymphoma
B62F.,Nonfollicular lymphoma
B6137,"Hodgkin's, lymphocytic-histiocytic predominance of spleen"
B6412,Clinical stage B chronic lymphocytic leukaemia
B6285,Diffuse follicle centre lymphoma
BBk3.,"[M]Malig lymphoma, lymphocytic, well differentiated,nodular"
B6410,Chronic lymphocytic leukaemia of B-cell type
B6168,Hodgkin's lymphocytic depletion lymph nodes multiple sites
B6411,Clinical stage A chronic lymphocytic leukaemia
B6413,Clinical stage C chronic lymphocytic leukaemia
B6282,Follicular lymphoma grade 3
B6513,"Atypical chronic myeloid leukaemia, BCR/ABL negative"
B62z4,Unspec malig neop lymphoid/histiocytic lymph node axilla/arm
B64y4,T-cell prolymphocytic leukaemia
BBr8z,[M]Eosinophilic leukaemia NOS
B61z3,Hodgkin's disease NOS of intra-abdominal lymph nodes
B62E5,Hepatosplenic T-cell lymphoma
B6284,Follicular lymphoma grade 3b
B62z0,Unspec malig neop lymphoid/histiocytic of unspecified site
C3333,Heavy chain disease
B6274,Diffuse non-Hodgkin's small cleaved cell (diffuse) lymphoma
C3330,Waldenstrom macroglobulinaemia
BBrAz,[M]Miscellaneous leukaemia NOS
B663.,Acute monoblastic leukaemia
B64y3,B-cell prolymphocytic leukaemia
B66..,Histiocytic leukaemia
B6286,Cutaneous follicle centre lymphoma
B619.,Mixed cellularity classical Hodgkin lymphoma
B6155,Hodgkin's mixed cellularity of lymph nodes inguinal and leg
BBr69,[M]Juvenile myelomonocytic leukaemia
B62z6,Unspec malig neop lymphoid/histiocytic of intrapelvic nodes
ByuDD,[X]Oth and unspecif peripheral & cutaneous T-cell lymphomas
B62E4,"Extranodal NK/T-cell lymphoma, nasal type"
B62B.,Multifocal and unisystemic Langerhans-cell histiocytosis
BBr3z,[M]Plasma cell leukaemia NOS
B6165,Hodgkin's lymphocytic depletion lymph nodes inguinal and leg
B676.,Acute erythroid leukaemia
B6238,Malignant histiocytosis of lymph nodes of multiple sites
D401.,Lipochrome histiocytosis - familial
BBj3.,"[M]Hodgkin's disease, lymphocytic depletion NOS"
B64y4,Prolymphocytic leukaemia of T-cell type
B62Fy,Other non-follicular lymphoma
B6204,Nodular lymphoma of lymph nodes of axilla and upper limb
B6161,"Hodgkin's lymphocytic depletion of head, face and neck"
A7896,HIV disease resulting in Burkitt lymphoma
A7897,HIV disease resulting in other types of non-Hodgkin lymphoma
AyuC6,[X]HIV disease resulting in other non-Hodgkin lymphoma
B65y.,Other myeloid leukaemia
B6234,Malignant histiocytosis of lymph nodes of axilla and arm
BBh1.,"[M]Reticulosarcoma, pleomorphic cell type"
