codes,description,bnf_paragraph
544611000001107,Azathioprine 25mg tablets (Mylan),0802010
2018311000001100,Azathioprine 25mg tablets (Mylan),0802010
2018411000001107,Azathioprine 25mg tablets (Mylan),0802010
284711000001102,Imuran 25mg tablets (Aspen Pharma Trading Ltd),0802010
2018611000001105,Imuran 25mg tablets (Aspen Pharma Trading Ltd),0802010
338311000001105,Azathioprine 25mg tablets (Kent Pharmaceuticals Ltd),0802010
9456811000001101,Azathioprine 25mg tablets (Kent Pharmaceuticals Ltd),0802010
2018911000001104,Azathioprine 25mg tablets (Kent Pharmaceuticals Ltd),0802010
611111000001100,Azathioprine 25mg tablets (Alliance Healthcare (Distribution) Ltd),0802010
2019011000001108,Azathioprine 25mg tablets (Alliance Healthcare (Distribution) Ltd),0802010
2019111000001109,Azathioprine 25mg tablets (Alliance Healthcare (Distribution) Ltd),0802010
3695011000001108,Azathioprine 25mg tablets (IVAX Pharmaceuticals UK Ltd),0802010
3695111000001109,Azathioprine 25mg tablets (IVAX Pharmaceuticals UK Ltd),0802010
5866911000001101,Azathioprine 25mg tablets (Actavis UK Ltd),0802010
5867311000001104,Azathioprine 25mg tablets (Actavis UK Ltd),0802010
8388611000001100,Azathioprine 25mg tablets (Teva UK Ltd),0802010
8388711000001109,Azathioprine 25mg tablets (Teva UK Ltd),0802010
10643411000001106,Azathioprine 25mg tablets (Teva UK Ltd),0802010
13740711000001100,Azathioprine 25mg tablets (Tillomed Laboratories Ltd),0802010
39481511000001101,Azathioprine 25mg tablets (Tillomed Laboratories Ltd),0802010
13741111000001107,Azathioprine 25mg tablets (Tillomed Laboratories Ltd),0802010
15070411000001103,Azathioprine 25mg tablets (Sigma Pharmaceuticals Plc),0802010
15070511000001104,Azathioprine 25mg tablets (Sigma Pharmaceuticals Plc),0802010
29773311000001107,Azathioprine 25mg tablets (Sigma Pharmaceuticals Plc),0802010
17789111000001105,Azathioprine 25mg tablets (Phoenix Healthcare Distribution Ltd),0802010
17789211000001104,Azathioprine 25mg tablets (Phoenix Healthcare Distribution Ltd),0802010
17789311000001107,Azathioprine 25mg tablets (Phoenix Healthcare Distribution Ltd),0802010
21780411000001106,Azathioprine 25mg tablets (Waymade Healthcare Plc),0802010
21780511000001105,Azathioprine 25mg tablets (Waymade Healthcare Plc),0802010
21780611000001109,Azathioprine 25mg tablets (Waymade Healthcare Plc),0802010
22614111000001101,Azathioprine 25mg tablets (DE Pharmaceuticals),0802010
22614211000001107,Azathioprine 25mg tablets (DE Pharmaceuticals),0802010
30027411000001109,Azathioprine 25mg tablets (DE Pharmaceuticals),0802010
24505211000001107,Azathioprine 25mg tablets (Sandoz Ltd),0802010
24505411000001106,Azathioprine 25mg tablets (Sandoz Ltd),0802010
24505511000001105,Azathioprine 25mg tablets (Sandoz Ltd),0802010
29997811000001108,Azathioprine 25mg tablets (Mawdsley-Brooks & Company Ltd),0802010
29997911000001103,Azathioprine 25mg tablets (Mawdsley-Brooks & Company Ltd),0802010
29998011000001101,Azathioprine 25mg tablets (Mawdsley-Brooks & Company Ltd),0802010
38801911000001101,Azathioprine 25mg tablets (Medihealth (Northern) Ltd),0802010
38802011000001108,Azathioprine 25mg tablets (Medihealth (Northern) Ltd),0802010
327070006,Azathioprine 50mg tablets,0802010
998711000001107,Azathioprine 50mg tablets,0802010
1181511000001108,Azathioprine 50mg tablets,0802010
5494811000001109,Azathioprine 50mg tablets,0802010
41911000001104,Azathioprine 50mg tablets (A A H Pharmaceuticals Ltd),0802010
2019511000001100,Azathioprine 50mg tablets (A A H Pharmaceuticals Ltd),0802010
2019611000001101,Azathioprine 50mg tablets (A A H Pharmaceuticals Ltd),0802010
339911000001103,Azathioprine 50mg tablets (Actavis UK Ltd),0802010
2019711000001105,Azathioprine 50mg tablets (Actavis UK Ltd),0802010
24200111000001101,Azathioprine 50mg tablets (Actavis UK Ltd),0802010
715511000001100,Azathioprine 50mg tablets (Teva UK Ltd),0802010
2019811000001102,Azathioprine 50mg tablets (Teva UK Ltd),0802010
10643511000001105,Azathioprine 50mg tablets (Teva UK Ltd),0802010
318611000001108,Immunoprin 50mg tablets (Ashbourne Pharmaceuticals Ltd),0802010
2019911000001107,Immunoprin 50mg tablets (Ashbourne Pharmaceuticals Ltd),0802010
843311000001103,Azathioprine 50mg tablets (Mylan),0802010
2020011000001109,Azathioprine 50mg tablets (Mylan),0802010
2020111000001105,Azathioprine 50mg tablets (Mylan),0802010
675711000001108,Imuran 50mg tablets (Aspen Pharma Trading Ltd),0802010
2020211000001104,Imuran 50mg tablets (Aspen Pharma Trading Ltd),0802010
178511000001107,Azathioprine 50mg tablets (IVAX Pharmaceuticals UK Ltd),0802010
2024111000001101,Azathioprine 50mg tablets (IVAX Pharmaceuticals UK Ltd),0802010
2024311000001104,Azathioprine 50mg tablets (IVAX Pharmaceuticals UK Ltd),0802010
863111000001105,Azathioprine 50mg tablets (Kent Pharmaceuticals Ltd),0802010
2024811000001108,Azathioprine 50mg tablets (Kent Pharmaceuticals Ltd),0802010
11381611000001101,Azathioprine 50mg tablets (Kent Pharmaceuticals Ltd),0802010
428011000001101,Azathioprine 50mg tablets (Sandoz Ltd),0802010
2025311000001100,Azathioprine 50mg tablets (Sandoz Ltd),0802010
29907211000001109,Azathioprine 50mg tablets (Sandoz Ltd),0802010
888811000001106,Azathioprine 50mg tablets (Alliance Healthcare (Distribution) Ltd),0802010
2025811000001109,Azathioprine 50mg tablets (Alliance Healthcare (Distribution) Ltd),0802010
2026111000001108,Azathioprine 50mg tablets (Alliance Healthcare (Distribution) Ltd),0802010
10288111000001102,Azathioprine 50mg tablets (Focus Pharmaceuticals Ltd),0802010
10288311000001100,Azathioprine 50mg tablets (Focus Pharmaceuticals Ltd),0802010
13386711000001105,Azathioprine 50mg tablets (Arrow Generics Ltd),0802010
13387011000001106,Azathioprine 50mg tablets (Arrow Generics Ltd),0802010
13386911000001107,Azathioprine 50mg tablets (Arrow Generics Ltd),0802010
13740911000001103,Azathioprine 50mg tablets (Tillomed Laboratories Ltd),0802010
39481611000001102,Azathioprine 50mg tablets (Tillomed Laboratories Ltd),0802010
13741011000001106,Azathioprine 50mg tablets (Tillomed Laboratories Ltd),0802010
15070611000001100,Azathioprine 50mg tablets (Sigma Pharmaceuticals Plc),0802010
15070711000001109,Azathioprine 50mg tablets (Sigma Pharmaceuticals Plc),0802010
29773411000001100,Azathioprine 50mg tablets (Sigma Pharmaceuticals Plc),0802010
17790011000001100,Azathioprine 50mg tablets (Phoenix Healthcare Distribution Ltd),0802010
17790311000001102,Azathioprine 50mg tablets (Phoenix Healthcare Distribution Ltd),0802010
17790411000001109,Azathioprine 50mg tablets (Phoenix Healthcare Distribution Ltd),0802010
18280311000001100,Azathioprine 50mg tablets (Strides Pharma UK Ltd),0802010
18280411000001107,Azathioprine 50mg tablets (Strides Pharma UK Ltd),0802010
18280511000001106,Azathioprine 50mg tablets (Strides Pharma UK Ltd),0802010
18497511000001105,Azathioprine 50mg tablets (Almus Pharmaceuticals Ltd),0802010
18497611000001109,Azathioprine 50mg tablets (Almus Pharmaceuticals Ltd),0802010
21780711000001100,Azathioprine 50mg tablets (Waymade Healthcare Plc),0802010
21780811000001108,Azathioprine 50mg tablets (Waymade Healthcare Plc),0802010
21780911000001103,Azathioprine 50mg tablets (Waymade Healthcare Plc),0802010
22615211000001108,Azathioprine 50mg tablets (DE Pharmaceuticals),0802010
22615411000001107,Azathioprine 50mg tablets (DE Pharmaceuticals),0802010
22615511000001106,Azathioprine 50mg tablets (DE Pharmaceuticals),0802010
26658011000001100,Azapress 50mg tablets (Ennogen Pharma Ltd),0802010
26658211000001105,Azapress 50mg tablets (Ennogen Pharma Ltd),0802010
27990111000001105,Azathioprine 50mg tablets (Ennogen Healthcare Ltd),0802010
27990211000001104,Azathioprine 50mg tablets (Ennogen Healthcare Ltd),0802010
29998111000001100,Azathioprine 50mg tablets (Mawdsley-Brooks & Company Ltd),0802010
29998211000001106,Azathioprine 50mg tablets (Mawdsley-Brooks & Company Ltd),0802010
37053911000001103,Azathioprine 50mg tablets (Mawdsley-Brooks & Company Ltd),0802010
36105511000001109,Azathioprine 50mg tablets (Ennogen Pharma Ltd),0802010
36105611000001108,Azathioprine 50mg tablets (Ennogen Pharma Ltd),0802010
37077111000001106,Azathioprine 50mg tablets (Relonchem Ltd),0802010
37077211000001100,Azathioprine 50mg tablets (Relonchem Ltd),0802010
37077311000001108,Azathioprine 50mg tablets (Relonchem Ltd),0802010
38802211000001103,Azathioprine 50mg tablets (Medihealth (Northern) Ltd),0802010
38802311000001106,Azathioprine 50mg tablets (Medihealth (Northern) Ltd),0802010
330057007,Leflunomide 10mg tablets,1001030
1206411000001104,Leflunomide 10mg tablets,1001030
15620211000001109,Leflunomide 10mg tablets,1001030
499111000001102,Arava 10mg tablets (Sanofi),1001030
2185111000001103,Arava 10mg tablets (Sanofi),1001030
18172711000001109,Leflunomide 10mg tablets (medac UK),1001030
18172811000001101,Leflunomide 10mg tablets (medac UK),1001030
18342011000001101,Leflunomide 10mg tablets (Alliance Healthcare (Distribution) Ltd),1001030
18342111000001100,Leflunomide 10mg tablets (Alliance Healthcare (Distribution) Ltd),1001030
18756811000001107,Leflunomide 10mg tablets (A A H Pharmaceuticals Ltd),1001030
18757111000001102,Leflunomide 10mg tablets (A A H Pharmaceuticals Ltd),1001030
18810411000001100,Leflunomide 10mg tablets (Teva UK Ltd),1001030
18812511000001100,Leflunomide 10mg tablets (Teva UK Ltd),1001030
19783111000001102,Leflunomide 10mg tablets (Actavis UK Ltd),1001030
19783311000001100,Leflunomide 10mg tablets (Actavis UK Ltd),1001030
20290211000001108,Leflunomide 10mg tablets (Sandoz Ltd),1001030
20290311000001100,Leflunomide 10mg tablets (Sandoz Ltd),1001030
20839511000001103,Leflunomide 10mg tablets (Aspire Pharma Ltd),1001030
20839711000001108,Leflunomide 10mg tablets (Aspire Pharma Ltd),1001030
20914411000001104,Leflunomide 10mg tablets (Zentiva),1001030
20914511000001100,Leflunomide 10mg tablets (Zentiva),1001030
22063011000001107,Leflunomide 10mg tablets (Waymade Healthcare Plc),1001030
22063111000001108,Leflunomide 10mg tablets (Waymade Healthcare Plc),1001030
24116711000001101,Leflunomide 10mg tablets (Morningside Healthcare Ltd),1001030
24116811000001109,Leflunomide 10mg tablets (Morningside Healthcare Ltd),1001030
24363111000001104,Leflunomide 10mg tablets (DE Pharmaceuticals),1001030
24363211000001105,Leflunomide 10mg tablets (DE Pharmaceuticals),1001030
29884411000001106,Leflunomide 10mg tablets (Sigma Pharmaceuticals Plc),1001030
29884511000001105,Leflunomide 10mg tablets (Sigma Pharmaceuticals Plc),1001030
30219011000001109,Leflunomide 10mg tablets (Mawdsley-Brooks & Company Ltd),1001030
30219111000001105,Leflunomide 10mg tablets (Mawdsley-Brooks & Company Ltd),1001030
33592411000001101,Leflunomide 10mg tablets (Mylan),1001030
33592711000001107,Leflunomide 10mg tablets (Mylan),1001030
37574311000001101,Leflunomide 10mg tablets (Relonchem Ltd),1001030
37574411000001108,Leflunomide 10mg tablets (Relonchem Ltd),1001030
39012111000001106,Leflunomide 10mg tablets (Medihealth (Northern) Ltd),1001030
39012211000001100,Leflunomide 10mg tablets (Medihealth (Northern) Ltd),1001030
330059005,Leflunomide 100mg tablets,1001030
1317211000001107,Leflunomide 100mg tablets,1001030
404111000001101,Arava 100mg tablets (Sanofi),1001030
2186511000001100,Arava 100mg tablets (Sanofi),1001030
330058002,Leflunomide 20mg tablets,1001030
1132911000001101,Leflunomide 20mg tablets,1001030
13772111000001103,Leflunomide 20mg tablets,1001030
62411000001105,Arava 20mg tablets (Sanofi),1001030
2186811000001102,Arava 20mg tablets (Sanofi),1001030
18172911000001106,Leflunomide 20mg tablets (medac UK),1001030
18173011000001103,Leflunomide 20mg tablets (medac UK),1001030
18342211000001106,Leflunomide 20mg tablets (Alliance Healthcare (Distribution) Ltd),1001030
18342311000001103,Leflunomide 20mg tablets (Alliance Healthcare (Distribution) Ltd),1001030
18757211000001108,Leflunomide 20mg tablets (A A H Pharmaceuticals Ltd),1001030
18757311000001100,Leflunomide 20mg tablets (A A H Pharmaceuticals Ltd),1001030
18812611000001101,Leflunomide 20mg tablets (Teva UK Ltd),1001030
18812711000001105,Leflunomide 20mg tablets (Teva UK Ltd),1001030
19783511000001106,Leflunomide 20mg tablets (Actavis UK Ltd),1001030
19783611000001105,Leflunomide 20mg tablets (Actavis UK Ltd),1001030
20290411000001107,Leflunomide 20mg tablets (Sandoz Ltd),1001030
20290511000001106,Leflunomide 20mg tablets (Sandoz Ltd),1001030
20839811000001100,Leflunomide 20mg tablets (Aspire Pharma Ltd),1001030
20840011000001104,Leflunomide 20mg tablets (Aspire Pharma Ltd),1001030
20914611000001101,Leflunomide 20mg tablets (Zentiva),1001030
20914711000001105,Leflunomide 20mg tablets (Zentiva),1001030
22063211000001102,Leflunomide 20mg tablets (Waymade Healthcare Plc),1001030
22063411000001103,Leflunomide 20mg tablets (Waymade Healthcare Plc),1001030
24116911000001104,Leflunomide 20mg tablets (Morningside Healthcare Ltd),1001030
24117011000001100,Leflunomide 20mg tablets (Morningside Healthcare Ltd),1001030
24363311000001102,Leflunomide 20mg tablets (DE Pharmaceuticals),1001030
24363511000001108,Leflunomide 20mg tablets (DE Pharmaceuticals),1001030
29884611000001109,Leflunomide 20mg tablets (Sigma Pharmaceuticals Plc),1001030
29884711000001100,Leflunomide 20mg tablets (Sigma Pharmaceuticals Plc),1001030
33592811000001104,Leflunomide 20mg tablets (Mylan),1001030
33592911000001109,Leflunomide 20mg tablets (Mylan),1001030
37574511000001107,Leflunomide 20mg tablets (Relonchem Ltd),1001030
37574611000001106,Leflunomide 20mg tablets (Relonchem Ltd),1001030
39012311000001108,Leflunomide 20mg tablets (Medihealth (Northern) Ltd),1001030
39012411000001101,Leflunomide 20mg tablets (Medihealth (Northern) Ltd),1001030
327090002,Ciclosporin 10mg capsules,0802020
1134411000001102,Ciclosporin 10mg capsules,0802020
5365211000001102,Ciclosporin 10mg capsules,0802020
303511000001103,Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
2354511000001108,Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
5365411000001103,Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
29934611000001109,Vanquoral 10mg capsules (Teva UK Ltd),0802020
30737011000001104,Vanquoral 10mg capsules (Teva UK Ltd),0802020
29935211000001108,Vanquoral 10mg capsules (Teva UK Ltd),0802020
327082002,Ciclosporin 25mg capsules,0802020
1169111000001103,Ciclosporin 25mg capsules,0802020
5572011000001109,Ciclosporin 25mg capsules,0802020
347811000001104,Sandimmun 25mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
2354611000001107,Sandimmun 25mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
660811000001100,Neoral 25mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
2354711000001103,Neoral 25mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
16306511000001107,Deximune 25mg capsules (Dexcel-Pharma Ltd),0802020
16306611000001106,Deximune 25mg capsules (Dexcel-Pharma Ltd),0802020
16550511000001102,Ciclosporin 25mg capsules (A A H Pharmaceuticals Ltd),0802020
16550611000001103,Ciclosporin 25mg capsules (A A H Pharmaceuticals Ltd),0802020
17666911000001105,Capimune 25mg capsules (Mylan),0802020
17667011000001109,Capimune 25mg capsules (Mylan),0802020
17856611000001101,Ciclosporin 25mg capsules (Phoenix Healthcare Distribution Ltd),0802020
17856711000001105,Ciclosporin 25mg capsules (Phoenix Healthcare Distribution Ltd),0802020
19377311000001100,Capsorin 25mg capsules (Morningside Healthcare Ltd),0802020
19377411000001107,Capsorin 25mg capsules (Morningside Healthcare Ltd),0802020
21263111000001101,Ciclosporin 25mg capsules (Sigma Pharmaceuticals Plc),0802020
21263211000001107,Ciclosporin 25mg capsules (Sigma Pharmaceuticals Plc),0802020
21835711000001102,Ciclosporin 25mg capsules (Cubic Pharmaceuticals Ltd),0802020
21835811000001105,Ciclosporin 25mg capsules (Cubic Pharmaceuticals Ltd),0802020
22408311000001108,Ciclosporin 25mg capsules (DE Pharmaceuticals),0802020
22408411000001101,Ciclosporin 25mg capsules (DE Pharmaceuticals),0802020
22604211000001109,Ciclosporin 25mg capsules (Colorama Pharmaceuticals Ltd),0802020
22604311000001101,Ciclosporin 25mg capsules (Colorama Pharmaceuticals Ltd),0802020
23428411000001104,Ciclosporin 25mg capsules (J M McGill Ltd),0802020
23428511000001100,Ciclosporin 25mg capsules (J M McGill Ltd),0802020
23936511000001102,Ciclosporin 25mg capsules (Niche Pharma Ltd),0802020
23936811000001104,Ciclosporin 25mg capsules (Niche Pharma Ltd),0802020
24157711000001107,Ciclosporin 25mg capsules (Ethigen Ltd),0802020
24157811000001104,Ciclosporin 25mg capsules (Ethigen Ltd),0802020
24519911000001104,Ciclosporin 25mg capsules (Mawdsley-Brooks & Company Ltd),0802020
24520011000001102,Ciclosporin 25mg capsules (Mawdsley-Brooks & Company Ltd),0802020
25694011000001104,Ciclosporin 25mg capsules (Icarus Pharmaceuticals Ltd),0802020
25694211000001109,Ciclosporin 25mg capsules (Icarus Pharmaceuticals Ltd),0802020
26021211000001109,Ciclosporin 25mg capsules (Ennogen Healthcare Ltd),0802020
26021711000001102,Ciclosporin 25mg capsules (Ennogen Healthcare Ltd),0802020
28122711000001107,Ciclosporin 25mg capsules (Pharma-z Ltd),0802020
28122811000001104,Ciclosporin 25mg capsules (Pharma-z Ltd),0802020
28335911000001108,Vanquoral 25mg capsules (Teva UK Ltd),0802020
28336111000001104,Vanquoral 25mg capsules (Teva UK Ltd),0802020
327085000,Ciclosporin 50mg capsules,0802020
1327411000001104,Ciclosporin 50mg capsules,0802020
27728811000001103,Ciclosporin 50mg capsules,0802020
638611000001108,Sandimmun 50mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
2354811000001106,Sandimmun 50mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
319211000001101,Neoral 50mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
2354911000001101,Neoral 50mg capsules (Novartis Pharmaceuticals UK Ltd),0802020
16306711000001102,Deximune 50mg capsules (Dexcel-Pharma Ltd),0802020
16306811000001105,Deximune 50mg capsules (Dexcel-Pharma Ltd),0802020
16550711000001107,Ciclosporin 50mg capsules (A A H Pharmaceuticals Ltd),0802020
16550811000001104,Ciclosporin 50mg capsules (A A H Pharmaceuticals Ltd),0802020
17665611000001109,Capimune 50mg capsules (Mylan),0802020
17665711000001100,Capimune 50mg capsules (Mylan),0802020
17856811000001102,Ciclosporin 50mg capsules (Phoenix Healthcare Distribution Ltd),0802020
17856911000001107,Ciclosporin 50mg capsules (Phoenix Healthcare Distribution Ltd),0802020
19377111000001102,Capsorin 50mg capsules (Morningside Healthcare Ltd),0802020
19377211000001108,Capsorin 50mg capsules (Morningside Healthcare Ltd),0802020
21263311000001104,Ciclosporin 50mg capsules (Sigma Pharmaceuticals Plc),0802020
21263411000001106,Ciclosporin 50mg capsules (Sigma Pharmaceuticals Plc),0802020
21835511000001107,Ciclosporin 50mg capsules (Cubic Pharmaceuticals Ltd),0802020
21835611000001106,Ciclosporin 50mg capsules (Cubic Pharmaceuticals Ltd),0802020
22408511000001102,Ciclosporin 50mg capsules (DE Pharmaceuticals),0802020
22408611000001103,Ciclosporin 50mg capsules (DE Pharmaceuticals),0802020
22604411000001108,Ciclosporin 50mg capsules (Colorama Pharmaceuticals Ltd),0802020
22604511000001107,Ciclosporin 50mg capsules (Colorama Pharmaceuticals Ltd),0802020
23428611000001101,Ciclosporin 50mg capsules (J M McGill Ltd),0802020
23428711000001105,Ciclosporin 50mg capsules (J M McGill Ltd),0802020
23936711000001107,Ciclosporin 50mg capsules (Niche Pharma Ltd),0802020
23936911000001109,Ciclosporin 50mg capsules (Niche Pharma Ltd),0802020
24157911000001109,Ciclosporin 50mg capsules (Ethigen Ltd),0802020
24158011000001106,Ciclosporin 50mg capsules (Ethigen Ltd),0802020
24520111000001101,Ciclosporin 50mg capsules (Mawdsley-Brooks & Company Ltd),0802020
24520211000001107,Ciclosporin 50mg capsules (Mawdsley-Brooks & Company Ltd),0802020
25694711000001102,Ciclosporin 50mg capsules (Icarus Pharmaceuticals Ltd),0802020
25694911000001100,Ciclosporin 50mg capsules (Icarus Pharmaceuticals Ltd),0802020
26022211000001102,Ciclosporin 50mg capsules (Ennogen Healthcare Ltd),0802020
26024111000001100,Ciclosporin 50mg capsules (Ennogen Healthcare Ltd),0802020
28123311000001103,Ciclosporin 50mg capsules (Pharma-z Ltd),0802020
28123411000001105,Ciclosporin 50mg capsules (Pharma-z Ltd),0802020
