code,description
ha1u.,INTERFERONS 30million iu injection (pdr for recon)
ha1v.,INTERFERONS 3million iu injection (pdr for recon)
ha1w.,INTERFERONS 9million iu injection (pdr for recon)
ha1x.,INTERFERONS 18million iu injection (pdr for recon)
ha1y.,INTERFERONS 3million iu/1mL injection solution
ha1z.,INTERFERONS 10million iu/1mL injection solution
i4...,HYPOPLASTIC & HAEMOLYTIC ANAEMIA DRUGS
i41..,NANDROLONE [BLOOD]
i411.,DECA-DURABOLIN-100 100mg/1mL injection
i41z.,NANDROLONE 100mg/1mL injection (oily)
i42..,OXYMETHOLONE
i421.,*ANAPOLON-50 50mg tablets
i42z.,OXYMETHOLONE 50mg tablets
i43..,*STANOZOLOL [ANAEMIA]
i44..,EPOETIN ALFA
i441.,EPOETIN ALFA 4000iu/1mL injection
i442.,*EPREX 4000iu/1mL injection
i443.,*EPREX 2000iu/1mL injection
i444.,EPOETIN ALFA 2000iu/1mL injection
i45..,EPOETIN BETA
i451.,*EPOETIN BETA 1000iu injection
i452.,*EPOETIN BETA 2000iu injection
i453.,*EPOETIN BETA 5000iu injection
i454.,*RECORMON 1000iu injection
i455.,*RECORMON 2000iu injection
i456.,*RECORMON 5000iu injection
iv...,IRON POISONING
iv1..,DESFERRIOXAMINE MESYLATE
iv11.,DESFERRIOXAMINE MESYLATE 500mg injection (pdr for recon)
iv12.,DESFERAL 500mg injection (pdr for recon)
j5...,RHEUMATIC DIS. PROCESS DRUGS
j51..,SODIUM AUROTHIOMALATE
j513.,MYOCRISIN 10mg/0.5mL injection
j514.,MYOCRISIN 20mg/0.5mL injection
j515.,MYOCRISIN 50mg/0.5mL injection
j51x.,AUROTHIOMALATE NA 10mg/0.5mL injection
j51y.,AUROTHIOMALATE NA 20mg/0.5mL injection
j51z.,AUROTHIOMALATE NA 50mg/0.5mL injection
j52..,PENICILLAMINE [MUSCULOSKELETAL USE]
j521.,PENICILLAMINE 50mg tablets
j522.,PENICILLAMINE 125mg tablets
j523.,PENICILLAMINE 250mg tablets
j524.,*DISTAMINE 50mg tablets
j525.,DISTAMINE 125mg tablets
j526.,DISTAMINE 250mg tablets
j527.,*PENDRAMINE 125mg tablets
j528.,*PENDRAMINE 250mg tablets
j53..,CHLOROQUINE [MUSCULO-SKELETAL]
j54..,HYDROXYCHLOROQUINE SULFATE [ANTI-RHEUMATIC]
j541.,PLAQUENIL 200mg tablets
j54z.,HYDROXYCHLOROQUINE SULFATE 200mg tablets
j55..,SULFASALAZINE [MUSCULOSKELETAL USE]
j551.,SALAZOPYRIN EN 500mg e/c tablets
j55z.,SULFASALAZINE 500mg e/c tablets
j56..,AURANOFIN
j561.,*AURANOFIN 3mg tablets
j562.,*RIDAURA 3mg tablets
hf...,INTERLEUKINS
hf1..,ALDESLEUKIN
hf11.,*PROLEUKIN 1.2mg injection
hf1z.,*ALDESLEUKIN 1.2mg injection
i457.,RECORMON S 1000iu injection+diluent+syringe
i458.,RECORMON S 2000iu injection+diluent+syringe
ha1r.,INTERFERONS 4.5million iu injection
ha1A.,ROFERON-A 4.5million iu injection (pdr for recon)
h829.,CICLOSPORIN 50mg capsules
h53b.,CISPLATIN 10mg/10mL solution for injection
h53c.,CISPLATIN 25mg/25mL solution for injection
h53d.,CISPLATIN 50mg/50mL solution for injection
h53e.,CISPLATIN 100mg/100mL solution for injection
ha1B.,INTRONA 1million iu injection (pdr for recon)
ha1q.,INTERFERONS 1million iu injection (pdr for recon)
i445.,*EPREX 1000iu/0.5mL injection
i446.,"*EPREX 10,000iu/1mL injection"
i447.,EPOETIN ALFA 1000iu/0.5mL injection
i448.,"EPOETIN ALFA 10,000iu/1mL injection"
h512.,AMSACRINE 75mg/15mL intravenous infusion concentrate+diluent
h5A..,PENTOSTATIN
h5A1.,NIPENT 10mg injection (pdr for recon)
h5A2.,PENTOSTATIN 10mg injection (pdr for recon)
i459.,EPOETIN BETA 1000iu injection+diluent+syringe
i45A.,EPOETIN BETA 2000iu injection+diluent+syringe
h5B..,PACLITAXEL
h5B1.,TAXOL 30mg/5mL infusion concentrate
h5B2.,PACLITAXEL 30mg/5mL infusion concentrate
ha1E.,INTRONA 10million iu/2mL solution for injection
ha1F.,INTRONA 25million iu/5mL solution for injection
i449.,EPREX 1000iu/0.5mL prefilled syringe
i44A.,EPREX 2000iu/0.5mL prefilled syringe
i44B.,EPREX 3000iu/0.3mL prefilled syringe
i44C.,EPREX 4000iu/0.4mL prefilled syringe
i44D.,"EPREX 10,000iu/1mL prefilled syringe"
i44E.,EPOETIN ALFA 1000iu/0.5mL prefilled syringe
i44F.,EPOETIN ALFA 2000iu/0.5mL prefilled syringe
i44G.,EPOETIN ALFA 3000iu/0.3mL prefilled syringe
i44H.,EPOETIN ALFA 4000iu/0.4mL prefilled syringe
i44I.,"EPOETIN ALFA 10,000iu/1mL prefilled syringe"
h83..,TACROLIMUS
h831.,TACROLIMUS 1mg capsules
h832.,TACROLIMUS 5mg capsules
h833.,TACROLIMUS 5mg/1mL intravenous infusion concentrate
h834.,PROGRAF 1mg capsules
h835.,PROGRAF 5mg capsules
h836.,PROGRAF 5mg/1mL intravenous infusion concentrate
i45C.,"EPOETIN BETA 10,000iu injection+diluent+syringe"
i45B.,EPOETIN BETA 5000iu injection+diluent+syringe
i45E.,RECORMON S 5000iu injection+diluent+syringe
i45F.,"RECORMON S 10,000iu injection+diluent+syringe"
i45G.,"*RECORMON 10,000iu injection"
i45D.,"EPOETIN BETA 10,000iu injection"
ha1G.,VIRAFERON 10million iu/2mL injection solution
ha1H.,VIRAFERON 25million iu/5mL injection solution
h82A.,NEORAL 25mg capsules
h82B.,NEORAL 50mg capsules
h82C.,NEORAL 100mg capsules
h82D.,NEORAL 100mg/mL sugar free oral solution
ha1o.,INTERFERON ALFA-2A 4.5million iu/1mL injection solution
ha1n.,INTERFERON ALFA-2A 6million iu/1mL injection solution
ha1m.,INTERFERON ALFA-2A 9million iu/1mL injection solution
ha1K.,ROFERON-A 6million iu/1mL injection solution
ha1L.,ROFERON-A 9million iu/1mL injection solution
ha1I.,ROFERON-A 3million iu/1mL injection solution
ha1J.,ROFERON-A 4.5million iu/1mL injection solution
ha1p.,INTERFERON ALFA-2A 3million iu/1mL injection solution
ha1l.,INTERFERON ALFA-2A 18million iu/3mL injection solution
ha1M.,ROFERON-A 18million iu/3mL injection solution
h5D..,CLADRIBINE
h5D1.,CLADRIBINE 10mg/10mL injection
h5D2.,LEUSTAT 10mg/10mL injection
ha1j.,INTERFERON BETA-1B 8million iu injection (pdr for recon)
ha1N.,BETAFERON 9.6million iu injection (pdr for recon)+diluent
h5E..,DOCETAXEL
h5E1.,DOCETAXEL 20mg/0.5mL infusion concentrate+solvent
h5E2.,DOCETAXEL 80mg/2mL infusion concentrate+solvent
h5E3.,TAXOTERE 20mg/0.5mL infusion concentrate+solvent
h5E4.,TAXOTERE 80mg/2mL infusion concentrate+solvent
ha1V.,INTERFERON ALFA-2B 30million iu injection (pdr for recon)
ha1P.,INTERFERON ALFA-N1 10million units/1mL injection
ha1Q.,INTERFERON ALFA-N1 3million units/1mL injection
ha1W.,INTERFERON ALFA-2B 10million iu injection (pdr for recon)
ha1X.,INTERFERON ALFA-2B 5million iu injection (pdr for recon)
ha1Y.,INTERFERON ALFA-2B 3million iu injection (pdr for recon)
ha1Z.,INTERFERON ALFA-2B 1million iu injection (pdr for recon)
ha1g.,INTERFERON ALFA-2B 10million iu/2mL injection solution
ha1h.,INTERFERON ALFA-2B 25million iu/5mL injection solution
ha1R.,INTERFERON ALFA-2A 18million iu injection (pdr for recon)
ha1T.,INTERFERON ALFA-2A 4.5million iu injection (pdr for recon)
ha1U.,INTERFERON ALFA-2A 3million iu injection (pdr for recon)
ha1S.,INTERFERON ALFA-2A 9million iu injection (pdr for recon)
ha1a.,INTERFERON ALFA-N1 5million units/1mL injection
ha1b.,WELLFERON 5million units/1mL injection
ha2..,INTERFERONS (2)
ha21.,INTERFERON ALFA-2A 3million iu/0.5mL prefilled syringe
ha22.,INTERFERON ALFA-2A 4.5million iu/0.5mL prefilled syringe
ha23.,INTERFERON ALFA-2A 6million iu/0.5mL prefilled syringe
ha24.,INTERFERON ALFA-2A 9million iu/0.5mL prefilled syringe
ha25.,ROFERON-A 3million iu/0.5mL prefilled syringe
ha26.,ROFERON-A 4.5million iu/0.5mL prefilled syringe
ha27.,ROFERON-A 6million iu/0.5mL prefilled syringe
ha28.,ROFERON-A 9million iu/0.5mL prefilled syringe
ha1c.,INTERFERON ALFA-2B 18million iu/3mL injection solution
ha1d.,VIRAFERON 18million iu/3mL injection solution
h5F..,TOPOTECAN
h5F1.,TOPOTECAN 4mg infusion (pdr for recon)
h5F2.,HYCAMTIN 4mg infusion (pdr for recon)
ha29.,INTERFERON BETA-1A 6million iu injection powder+solvent
ha2A.,AVONEX 6million iu injection powder+solvent
h5G..,IRINOTECAN HYDROCHLORIDE TRIHYDRATE
h5G1.,IRINOTECAN HYDROCHLORIDE TRIHYDRATE 40mg/2mL infusion concentrate
h5G2.,IRINOTECAN HYDROCHLORIDE TRIHYDRATE 100mg/5mL infusion concentrate
h5G3.,CAMPTO 40mg/2mL infusion concentrate
h5G4.,CAMPTO 100mg/5mL infusion concentrate
ha1e.,ROFERON-A 18million iu/1mL injection solution
ha1f.,INTERFERON ALFA-2A 18million iu/1mL injection solution
h5H..,ALTRETAMINE
h5H1.,ALTRETAMINE 50mg capsules
h5H2.,HEXALEN 50mg capsules
hg1..,TRETINOIN [CYTOSTATIC]
hg11.,TRETINOIN 10mg capsules
hg12.,VESANOID 10mg capsules
ha2B.,INTERFERON ALFA-2B 18million iu injection (pdr for recon)
ha2C.,INTRONA 18million iu injection (pdr for recon)
i45H.,"EPOETIN BETA 50,000iu injection powder+solvent"
i45I.,"EPOETIN BETA 100,000iu injection powder+solvent"
i45J.,"NEORECORMON 50,000iu injection powder+solvent"
i45K.,"NEORECORMON 100,000iu injection powder+solvent"
i45L.,"EPOETIN BETA 10,000iu injection cartridge"
i45M.,"EPOETIN BETA 20,000iu injection cartridge"
i45N.,"NEORECORMON 10,000iu injection cartridge"
i45O.,"NEORECORMON 20,000iu injection cartridge"
i45P.,NEORECORMON 500iu injection powder+solvent+syringe
i45Q.,NEORECORMON 500iu injection powder+solvent
h5B3.,PACLITAXEL 100mg/16.7mL infusion concentrate
h5B4.,TAXOL 100mg/16.7mL infusion concentrate
i45R.,EPOETIN BETA 1000iu injection powder+solvent
i45S.,EPOETIN BETA 2000iu injection powder+solvent
i45T.,EPOETIN BETA 5000iu injection powder+solvent
i45U.,"EPOETIN BETA 10,000iu injection powder+solvent"
i45V.,NEORECORMON 1000iu injection powder+solvent
i45W.,NEORECORMON 2000iu injection powder+solvent
i45X.,NEORECORMON 5000iu injection powder+solvent
i45Y.,"NEORECORMON 10,000iu injection powder+solvent"
ha2D.,INTERFERON ALFA-2B 15million iu/1mL prefilled pen
ha2E.,INTERFERON ALFA-2B 25million iu/1mL prefilled pen
ha2F.,INTERFERON ALFA-2B 50million iu/1mL prefilled pen
ha2G.,INTRONA 15million iu/1mL prefilled pen
ha2H.,INTRONA 25million iu/1mL prefilled pen
ha2I.,INTRONA 50million iu/1mL prefilled pen
ha2J.,VIRAFERON 15million iu/1mL prefilled pen
i45Z.,EPOETIN BETA 500iu injection powder+solvent
ha2K.,INTERFERON ALFA-2B 25million iu/2.5mL injection solution
ha2L.,INTRONA 25million iu/2.5mL injection solution
ha2M.,INTERFERON BETA-1A 6million iu/0.5mL prefilled syringe
ha2N.,REBIF 6million iu/0.5mL prefilled syringe
h82E.,CICLOSPORIN 10mg capsules
h82F.,NEORAL 10mg capsules
hh1..,RITUXIMAB
hh11.,RITUXIMAB 100mg/10mL infusion concentrate
hh12.,RITUXIMAB 500mg/50mL infusion concentrate
hh13.,MABTHERA 100mg/10mL infusion concentrate
hh14.,MABTHERA 500mg/50mL infusion concentrate
i45a.,EPOETIN BETA 500iu prefilled syringe
i45b.,EPOETIN BETA 1000iu prefilled syringe
i45c.,EPOETIN BETA 2000iu prefilled syringe
i45d.,EPOETIN BETA 3000iu prefilled syringe
i45e.,EPOETIN BETA 5000iu prefilled syringe
i45f.,"EPOETIN BETA 10,000iu prefilled syringe"
i45g.,NEORECORMON 500iu prefilled syringe
i45h.,NEORECORMON 1000iu prefilled syringe
i45i.,NEORECORMON 2000iu prefilled syringe
i45j.,NEORECORMON 3000iu prefilled syringe
i45k.,NEORECORMON 5000iu prefilled syringe
i45l.,"NEORECORMON 10,000iu prefilled syringe"
ha2O.,VIRAFERON 25million iu/1mL prefilled pen
h5J..,TEMOZOLOMIDE
h5Jw.,TEMOZOLOMIDE 5mg capsules
h5Jx.,TEMOZOLOMIDE 20mg capsules
h5Jy.,TEMOZOLOMIDE 100mg capsules
h5Jz.,TEMOZOLOMIDE 250mg capsules
h5J1.,TEMODAL 5mg capsules
h5J2.,TEMODAL 20mg capsules
h5J4.,TEMODAL 250mg capsules
h5J3.,TEMODAL 100mg capsules
h82G.,SANGCYA 100mg/mL oral solution
ha2P.,INTERFERON BETA-1A 12million iu/0.5mL prefilled syringe
ha2Q.,REBIF 12million iu/0.5mL prefilled syringe
ha2R.,INTERFERON ALFA-2A 18million iu/0.6mL cartridges
ha2S.,ROFERON-A 18million iu/0.6mL cartridges
j59..,LEFLUNOMIDE
j59x.,LEFLUNOMIDE 10mg tablets
j59y.,LEFLUNOMIDE 20mg tablets
j59z.,LEFLUNOMIDE 100mg tablets
j591.,ARAVA 10mg tablets
j592.,ARAVA 20mg tablets
j593.,ARAVA 100mg tablets
h5I..,OXALIPLATIN
h5Iy.,OXALIPLATIN 50mg infusion (pdr for recon)
h5Iz.,OXALIPLATIN 100mg infusion (pdr for recon)
h5I1.,ELOXATIN 50mg infusion (pdr for recon)
h5I2.,ELOXATIN 100mg infusion (pdr for recon)
iv1z.,DESFERRIOXAMINE MESYLATE 2g injection (pdr for recon)
iv13.,DESFERAL 2g injection (pdr for recon)
h83z.,TACROLIMUS 0.5mg capsules
h837.,PROGRAF 0.5mg capsules
h5Bz.,PACLITAXEL 300mg/50mL infusion concentrate
h5B5.,TAXOL 300mg/50mL infusion concentrate
i45z.,EPOETIN BETA 4000iu prefilled syringe
i45y.,EPOETIN BETA 6000iu prefilled syringe
i45x.,"EPOETIN BETA 60,000iu injection cartridge"
i45m.,NEORECORMON 4000iu prefilled syringe
i45n.,NEORECORMON 6000iu prefilled syringe
i45o.,"NEORECORMON 60,000iu injection cartridge"
ha2T.,PEGINTERFERON ALFA-2B 50micrograms injection (pdr for recon)+solvent
ha2U.,PEGINTERFERON ALFA-2B 80micrograms injection (pdr for recon)+solvent
ha2V.,PEGINTERFERON ALFA-2B 100micrograms injection (pdr for recon)+solvent
ha2W.,VIRAFERONPEG 50micrograms injection (pdr for recon)+solvent
ha2X.,VIRAFERONPEG 80micrograms injection (pdr for recon)+solvent
ha2Y.,VIRAFERONPEG 100micrograms injection (pdr for recon)+solvent
h5K..,VERTEPORFIN
h5Kz.,VERTEPORFIN 15mg i-v infusion (pdr for recon)
h5K1.,VISUDYNE 15mg i-v infusion (pdr for recon)
hh2..,TRASTUZUMAB
hh2z.,TRASTUZUMAB 150mg infusion conc (pdr for recon)
hh21.,HERCEPTIN 150mg infusion conc (pdr for recon)
iv2..,DEFERIPRONE
iv2z.,DEFERIPRONE 500mg tablets
iv21.,FERRIPROX 500mg tablets
ha2Z.,PEGINTRON 50micrograms injection (pdr for recon)+solvent
ha2z.,PEGINTERFERON ALFA-2B 120micrograms injection (pdr for recon)+solvent
ha2y.,PEGINTERFERON ALFA-2B 150micrograms injection (pdr for recon)+solvent
ha2a.,PEGINTRON 80micrograms injection (pdr for recon)+solvent
ha2b.,PEGINTRON 100micrograms injection (pdr for recon)+solvent
ha2c.,PEGINTRON 120micrograms injection (pdr for recon)+solvent
ha2d.,PEGINTRON 150micrograms injection (pdr for recon)+solvent
ha2e.,VIRAFERONPEG 120micrograms injection (pdr for recon)+solvent
i44z.,EPOETIN ALFA 5000iu/0.5mL prefilled syringe
i44y.,EPOETIN ALFA 6000iu/0.6mL prefilled syringe
i44x.,EPOETIN ALFA 7000iu/0.7mL prefilled syringe
i44w.,EPOETIN ALFA 8000iu/0.8mL prefilled syringe
i44v.,EPOETIN ALFA 9000iu/0.9mL prefilled syringe
i44J.,EPREX 5000iu/0.5mL prefilled syringe
i44K.,EPREX 6000iu/0.6mL prefilled syringe
i44L.,EPREX 7000iu/0.7mL prefilled syringe
i44M.,EPREX 8000iu/0.8mL prefilled syringe
i44N.,EPREX 9000iu/0.9mL prefilled syringe
dA1..,GLATIRAMER
i44u.,"EPOETIN ALFA 40,000iu/1mL injection"
i44O.,"*EPREX 40,000iu/1mL injection"
h53f.,*PLATINEX 50mg/50mL injection
h53g.,*PLATINEX 100mg/100mL inj
h52y.,CARBOPLATIN 600mg/60mL infusion
h526.,PARAPLATIN 600mg/60mL infusion
ha2f.,VIRAFERONPEG 150micrograms injection (pdr for recon)+solvent
h5Fz.,TOPOTECAN 1mg infusion (pdr for recon)
h5F3.,HYCAMTIN 1mg infusion (pdr for recon)
h85..,SIROLIMUS
h85x.,SIROLIMUS 1mg/mL oral solution
h85y.,SIROLIMUS 1mg/sachet oral solution
h85z.,SIROLIMUS 2mg/sachet oral solution
h851.,RAPAMUNE 1mg/mL oral solution
h852.,RAPAMUNE 1mg/sachet oral solution
h853.,RAPAMUNE 2mg/sachet oral solution
i47..,DARBEPOETIN ALFA
i47z.,DARBEPOETIN ALFA 10micrograms/0.4mL prefilled syringe
i47y.,DARBEPOETIN ALFA 15micrograms/0.375mL prefilled syringe
i47x.,DARBEPOETIN ALFA 20micrograms/0.5mL prefilled syringe
i47w.,DARBEPOETIN ALFA 30micrograms/0.3mL prefilled syringe
i47v.,DARBEPOETIN ALFA 40micrograms/0.4mL prefilled syringe
i47u.,DARBEPOETIN ALFA 50micrograms/0.5mL prefilled syringe
i47t.,DARBEPOETIN ALFA 60micrograms/0.3mL prefilled syringe
i47s.,DARBEPOETIN ALFA 80micrograms/0.4mL prefilled syringe
i47r.,DARBEPOETIN ALFA 100micrograms/0.5mL prefilled syringe
i47q.,DARBEPOETIN ALFA 150micrograms/0.3mL prefilled syringe
i471.,ARANESP 10micrograms/0.4mL prefilled syringe
i472.,ARANESP 15micrograms/0.375mL prefilled syringe
i473.,ARANESP 20micrograms/0.5mL prefilled syringe
i474.,ARANESP 30micrograms/0.3mL prefilled syringe
i475.,ARANESP 40micrograms/0.4mL prefilled syringe
i476.,ARANESP 50micrograms/0.5mL prefilled syringe
i477.,ARANESP 60micrograms/0.3mL prefilled syringe
i478.,ARANESP 80micrograms/0.4mL prefilled syringe
i479.,ARANESP 100micrograms/0.5mL prefilled syringe
i47A.,ARANESP 150micrograms/0.3mL prefilled syringe
hh3..,ALEMTUZUMAB
hh3z.,ALEMTUZUMAB 30mg/3mL infusion concentrate
hh31.,MABCAMPATH 30mg/3mL infusion concentrate
hh4..,IMATINIB
hh4z.,*IMATINIB 100mg capsules
hh41.,*GLIVEC 100mg capsules
hh5..,BEXAROTENE
hh51.,TARGRETIN 75mg capsules
hh5z.,BEXAROTENE 75mg capsules
h86..,ANAKINRA
h861.,ANAKINRA 100mg/0.67mL injection prefilled syringe
h862.,KINERET 100mg/0.67mL injection prefilled syringe
h85w.,SIROLIMUS 1mg tablets
h854.,RAPAMUNE 1mg tablets
ha2x.,PEGINTERFERON ALFA-2A 180micrograms/0.5mL solution for injection prefilled syringe
ha2g.,PEGASYS 180micrograms/0.5mL solution for injection prefilled syringe
ha2w.,PEGINTERFERON ALFA-2A 135micrograms/0.5mL solution for injection prefilled syringe
ha2h.,PEGASYS 135micrograms/0.5mL solution for injection prefilled syringe
hh6..,TEMOPORFIN
hh61.,TEMOPORFIN 20mg/5mL solution for injection
hh62.,FOSCAN 20mg/5mL solution for injection
i47p.,DARBEPOETIN ALFA 300micrograms/0.6mL prefilled syringe
i47B.,ARANESP 300micrograms/0.6mL prefilled syringe
ha2r.,PEGINTERFERON ALFA-2B 50micrograms powder+solvent for solution for injection in prefilled pen
ha2s.,PEGINTERFERON ALFA-2B 80micrograms powder+solvent for solution for injection in prefilled pen
ha2t.,PEGINTERFERON ALFA-2B 100micrograms powder+solvent for solution for injection in prefilled pen
ha2u.,PEGINTERFERON ALFA-2B 120micrograms powder+solvent for solution for injection in prefilled pen
ha2v.,PEGINTERFERON ALFA-2B 150micrograms powder+solvent for solution for injection in prefilled pen
ha2i.,VIRAFERONPEG 50micrograms powder+solvent for solution for injection in prefilled pen
ha2j.,VIRAFERONPEG 80micrograms powder+solvent for solution for injection in prefilled pen
ha2k.,VIRAFERONPEG 100micrograms powder+solvent for solution for injection in prefilled pen
ha2l.,VIRAFERONPEG 120micrograms powder+solvent for solution for injection in prefilled pen
ha2m.,VIRAFERONPEG 150micrograms powder+solvent for solution for injection in prefilled pen
ha3..,INTERFERONS (3)
ha31.,INTERFERON ALFA-2A 18million iu/0.5mL prefilled syringe
ha32.,ROFERON-A 18million iu/0.5mL prefilled syringe
h5L..,METHYL AMINOLEVULINATE
h5L1.,METHYL AMINOLEVULINATE 160mg/g cream
h5L2.,METVIX 160mg/g cream 2g
h855.,RAPAMUNE 2mg tablets
h85v.,SIROLIMUS 2mg tablets
hf12.,PROLEUKIN SC 18megaunits powder for injection solution
hf13.,PROLEUKIN IV 18megaunits powder for injection solution
hf1y.,ALDESLEUKIN 18megaunits powder for injection solution
h87..,ADALIMUMAB
h871.,ADALIMUMAB 40mg injection solution 0.8mL prefilled syringe
h872.,HUMIRA 40mg injection solution 0.8mL prefilled syringe
ha33.,AVONEX 6million iu/0.5mL prefilled syringe
j552.,SULAZINE EC 500mg e/c tablets
i45p.,"NEORECORMON 20,000iu/0.6mL prefilled syringe"
i45w.,"EPOETIN BETA 20,000iu/0.6mL prefilled syringe"
hh4y.,IMATINIB 400mg tablets
hh42.,GLIVEC 400mg tablets
i45v.,"EPOETIN BETA 30,000iu/0.6mL prefilled syringe"
i45q.,"NEORECORMON 30,000iu/0.6mL prefilled syringe"
hh7..,ARSENIC
hh71.,TRISENOX 10mg/10mL solution for injection ampoules
hh7z.,ARSENIC TRIOXIDE 10mg/10mL solution for injection ampoules
hh8..,BORTEZOMIB
hh81.,BORTEZOMIB 3.5mg powder for injection solution
hh82.,VELCADE 3.5mg powder for injection solution
h5B6.,PAXENE 30mg/5mL infusion concentrate
h5B7.,PAXENE 100mg/16.7mL infusion concentrate
h5B8.,PAXENE 150mg/25mL infusion concentrate
h5B9.,PAXENE 300mg/50mL infusion concentrate
h5By.,PACLITAXEL 150mg/25mL infusion concentrate
i47C.,ARANESP 500micrograms/1mL prefilled syringe
i47o.,DARBEPOETIN ALFA 500micrograms/1mL prefilled syringe
hh9..,CETUXIMAB
hh91.,ERBITUX 100mg/50mL solution for injection
hh9z.,CETUXIMAB 100mg/50mL solution for injection
pm1l.,REBIJECT II autoinjector device
hh4x.,IMATINIB 100mg tablets
hh43.,GLIVEC 100mg tablets
dA1y.,GLATIRAMER ACETATE 20mg/1mL solution for injection prefilled syringe
dA12.,COPAXONE 20mg/1mL solution for injection prefilled syringe
h5BA.,TAXOL 150mg/25mL infusion concentrate
h88..,EFALIZUMAB
h881.,EFALIZUMAB 125mg powder and solvent for solution for injection
h882.,RAPTIVA 125mg powder and solvent for solution for injection
hhB..,BEVACIZUMAB
hhBz.,BEVACIZUMAB 100mg/4mL concentrate for solution for infusion
hhBy.,BEVACIZUMAB 400mg/16mL concentrate for solution for infusion
hhB1.,AVASTIN 100mg/4mL concentrate for solution for infusion
hhB2.,AVASTIN 400mg/16mL concentrate for solution for infusion
hh3y.,ALEMTUZUMAB 30mg/1mL infusion concentrate
hh32.,MABCAMPATH 30mg/1mL infusion concentrate
h89..,ETANERCEPT
h891.,ETANERCEPT 50mg powder+solvent for solution for injection
h89z.,ENBREL 50mg powder+solvent for solution for injection
h892.,ETANERCEPT 25mg powder+solvent for solution for injection
h89y.,ENBREL 25mg powder+solvent for solution for injection
i47D.,ARANESP SURECLICK 20micrograms/0.5mL prefilled pen
i47E.,ARANESP SURECLICK 40micrograms/0.4mL prefilled pen
i47F.,ARANESP SURECLICK 60micrograms/0.3mL prefilled pen
i47G.,ARANESP SURECLICK 80micrograms/0.4mL prefilled pen
i47H.,ARANESP SURECLICK 100micrograms/0.5mL prefilled pen
i47I.,ARANESP SURECLICK 150micrograms/0.3mL prefilled pen
i47J.,ARANESP SURECLICK 300micrograms/0.6mL prefilled pen
i47K.,ARANESP SURECLICK 500micrograms/1mL prefilled pen
i47n.,DARBEPOETIN ALFA 20micrograms/0.5mL prefilled pen
i47m.,DARBEPOETIN ALFA 40micrograms/0.4mL prefilled pen
i47l.,DARBEPOETIN ALFA 60micrograms/0.3mL prefilled pen
