code,description,bnf_code,bnf_7
38772011000001101,Alfacalcidol 250nanogram capsules (Medihealth (Northern) Ltd),0906040B0AAAAAA,0906040
39226111000001105,AlciDol 0.25microgram softgel capsules (TriOn Pharma Ltd),0906040B0BDAAAA,0906040
39226311000001107,AlciDol 0.25microgram softgel capsules (TriOn Pharma Ltd),0906040B0BDAAAA,0906040
35895811000001102,Alfacalcidol 1micrograms/0.5ml solution for injection ampoules,0906040B0AAAFAF,0906040
1167611000001101,Alfacalcidol 1micrograms/0.5ml solution for injection ampoules,0906040B0AAAFAF,0906040
71811000001108,One-Alpha 1micrograms/0.5ml solution for injection ampoules (Neon Healthcare Ltd),0906040B0BBAFAF,0906040
2009711000001108,One-Alpha 1micrograms/0.5ml solution for injection ampoules (Neon Healthcare Ltd),0906040B0BBAFAF,0906040
329343001,Alfacalcidol 2micrograms/ml oral drops sugar free,0906040B0AAAJAJ,0906040
1174311000001106,Alfacalcidol 2micrograms/ml oral drops sugar free,0906040B0AAAJAJ,0906040
240411000001106,One-Alpha 2micrograms/ml oral drops (Neon Healthcare Ltd),0906040B0BBAIAJ,0906040
2010211000001105,One-Alpha 2micrograms/ml oral drops (Neon Healthcare Ltd),0906040B0BBAIAJ,0906040
329344007,Alfacalcidol 500nanogram capsules,0906040B0AAAIAI,0906040
1123711000001109,Alfacalcidol 500nanogram capsules,0906040B0AAAIAI,0906040
313211000001103,Alfacalcidol 500nanogram capsules (Theramex HQ UK Ltd),0906040B0AAAIAI,0906040
2012111000001100,Alfacalcidol 500nanogram capsules (Theramex HQ UK Ltd),0906040B0AAAIAI,0906040
593711000001109,One-Alpha 0.5microgram capsules (Neon Healthcare Ltd),0906040B0BBAHAI,0906040
2012311000001103,One-Alpha 0.5microgram capsules (Neon Healthcare Ltd),0906040B0BBAHAI,0906040
591011000001106,Alfacalcidol 500nanogram capsules (Alliance Healthcare (Distribution) Ltd),0906040B0AAAIAI,0906040
2012411000001105,Alfacalcidol 500nanogram capsules (Alliance Healthcare (Distribution) Ltd),0906040B0AAAIAI,0906040
376311000001109,Alfacalcidol 500nanogram capsules (A A H Pharmaceuticals Ltd),0906040B0AAAIAI,0906040
2012711000001104,Alfacalcidol 500nanogram capsules (A A H Pharmaceuticals Ltd),0906040B0AAAIAI,0906040
36811000001100,Alfacalcidol 500nanogram capsules (Kent Pharmaceuticals Ltd),0906040B0AAAIAI,0906040
2256311000001100,Alfacalcidol 500nanogram capsules (Kent Pharmaceuticals Ltd),0906040B0AAAIAI,0906040
15061211000001100,Alfacalcidol 500nanogram capsules (Sigma Pharmaceuticals Plc),0906040B0AAAIAI,0906040
15061311000001108,Alfacalcidol 500nanogram capsules (Sigma Pharmaceuticals Plc),0906040B0AAAIAI,0906040
15944011000001108,Alfacalcidol 500nanogram capsules (Zanza Specials International Ltd),0906040B0AAAIAI,0906040
15944111000001109,Alfacalcidol 500nanogram capsules (Zanza Specials International Ltd),0906040B0AAAIAI,0906040
19701811000001109,Alfacalcidol 500nanogram capsules (DE Pharmaceuticals),0906040B0AAAIAI,0906040
19701911000001104,Alfacalcidol 500nanogram capsules (DE Pharmaceuticals),0906040B0AAAIAI,0906040
22200111000001105,Alfacalcidol 500nanogram capsules (Phoenix Healthcare Distribution Ltd),0906040B0AAAIAI,0906040
22200211000001104,Alfacalcidol 500nanogram capsules (Phoenix Healthcare Distribution Ltd),0906040B0AAAIAI,0906040
38102311000001102,AlfacalEss 0.5microgram capsules (Essential-Healthcare Ltd),0906040B0BCABAI,0906040
38102411000001109,AlfacalEss 0.5microgram capsules (Essential-Healthcare Ltd),0906040B0BCABAI,0906040
38772311000001103,Alfacalcidol 500nanogram capsules (Medihealth (Northern) Ltd),0906040B0AAAIAI,0906040
38772611000001108,Alfacalcidol 500nanogram capsules (Medihealth (Northern) Ltd),0906040B0AAAIAI,0906040
39226411000001100,AlciDol 0.5microgram softgel capsules (TriOn Pharma Ltd),0906040B0BDABAI,0906040
39226511000001101,AlciDol 0.5microgram softgel capsules (TriOn Pharma Ltd),0906040B0BDABAI,0906040
329347000,Calcitriol 250nanogram capsules,0906040C0AAAAAA,0906040
1166911000001109,Calcitriol 250nanogram capsules,0906040C0AAAAAA,0906040
1044811000001109,Calcitriol 250nanogram capsules,0906040C0AAAAAA,0906040
14666411000001108,Calcitriol 250nanogram capsules,0906040C0AAAAAA,0906040
866411000001105,Calcitriol 250nanogram capsules (A A H Pharmaceuticals Ltd),0906040C0AAAAAA,0906040
2207911000001106,Calcitriol 250nanogram capsules (A A H Pharmaceuticals Ltd),0906040C0AAAAAA,0906040
14724411000001100,Calcitriol 250nanogram capsules (A A H Pharmaceuticals Ltd),0906040C0AAAAAA,0906040
348211000001101,Calcitriol 250nanogram capsules (Teva UK Ltd),0906040C0AAAAAA,0906040
2208311000001106,Calcitriol 250nanogram capsules (Teva UK Ltd),0906040C0AAAAAA,0906040
84911000001109,Rocaltrol 250nanogram capsules (Atnahs Pharma UK Ltd),0906040C0BBAAAA,0906040
2211011000001100,Rocaltrol 250nanogram capsules (Atnahs Pharma UK Ltd),0906040C0BBAAAA,0906040
13826111000001102,Calcitriol 250nanogram capsules (PLIVA Pharma Ltd),0906040C0AAAAAA,0906040
13826211000001108,Calcitriol 250nanogram capsules (PLIVA Pharma Ltd),0906040C0AAAAAA,0906040
13826311000001100,Calcitriol 250nanogram capsules (PLIVA Pharma Ltd),0906040C0AAAAAA,0906040
14285311000001106,Calcitriol 250nanogram capsules (Alliance Healthcare (Distribution) Ltd),0906040C0AAAAAA,0906040
14285511000001100,Calcitriol 250nanogram capsules (Alliance Healthcare (Distribution) Ltd),0906040C0AAAAAA,0906040
14285611000001101,Calcitriol 250nanogram capsules (Alliance Healthcare (Distribution) Ltd),0906040C0AAAAAA,0906040
15064911000001107,Calcitriol 250nanogram capsules (Sigma Pharmaceuticals Plc),0906040C0AAAAAA,0906040
15065011000001107,Calcitriol 250nanogram capsules (Sigma Pharmaceuticals Plc),0906040C0AAAAAA,0906040
15065111000001108,Calcitriol 250nanogram capsules (Sigma Pharmaceuticals Plc),0906040C0AAAAAA,0906040
17814811000001103,Calcitriol 250nanogram capsules (Phoenix Healthcare Distribution Ltd),0906040C0AAAAAA,0906040
17815211000001103,Calcitriol 250nanogram capsules (Phoenix Healthcare Distribution Ltd),0906040C0AAAAAA,0906040
19709411000001108,Calcitriol 250nanogram capsules (DE Pharmaceuticals),0906040C0AAAAAA,0906040
19709511000001107,Calcitriol 250nanogram capsules (DE Pharmaceuticals),0906040C0AAAAAA,0906040
21811011000001107,Calcitriol 250nanogram capsules (Waymade Healthcare Plc),0906040C0AAAAAA,0906040
21811311000001105,Calcitriol 250nanogram capsules (Waymade Healthcare Plc),0906040C0AAAAAA,0906040
329365001,Colecalciferol 200unit / Calcium carbonate 1.25g chewable tablets,0906040G0AABUBU,0906040
1147711000001102,Colecalciferol 200unit / Calcium carbonate 1.25g chewable tablets,0906040G0AABUBU,0906040
12887511000001109,Colecalciferol 200unit / Calcium carbonate 1.25g chewable tablets,0906040G0AABUBU,0906040
12887611000001108,Colecalciferol 200unit / Calcium carbonate 1.25g chewable tablets,0906040G0AABUBU,0906040
442811000001108,Calcichew D3 chewable tablets (Takeda UK Ltd),0906040G0BRAABU,0906040
2237811000001107,Calcichew D3 chewable tablets (Takeda UK Ltd),0906040G0BRAABU,0906040
34966811000001109,SunVit-D3 200unit with Calcium 500mg chewable tablets (SunVit-D3 Ltd),0906040G0DZAABU,0906040
34966911000001104,SunVit-D3 200unit with Calcium 500mg chewable tablets (SunVit-D3 Ltd),0906040G0DZAABU,0906040
329367009,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets,0906040G0AABWBW,0906040
992111000001108,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets,0906040G0AABWBW,0906040
1081411000001101,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets,0906040G0AABWBW,0906040
5528811000001100,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets,0906040G0AABWBW,0906040
45611000001108,Calcichew D3 Forte chewable tablets (Takeda UK Ltd),0906040G0BRABBW,0906040
9462911000001102,Calcichew D3 Forte chewable tablets (Takeda UK Ltd),0906040G0BRABBW,0906040
2239111000001106,Calcichew D3 Forte chewable tablets (Takeda UK Ltd),0906040G0BRABBW,0906040
9155611000001106,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets (Kent Pharmaceuticals Ltd),0906040G0AABWBW,0906040
9155711000001102,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets (Kent Pharmaceuticals Ltd),0906040G0AABWBW,0906040
15977311000001103,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets (Zanza Specials International Ltd),0906040G0AABWBW,0906040
15977411000001105,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets (Zanza Specials International Ltd),0906040G0AABWBW,0906040
15982411000001100,Calceos 500mg/400unit chewable tablets (Galen Ltd),0906040G0BQAABW,0906040
15982511000001101,Calceos 500mg/400unit chewable tablets (Galen Ltd),0906040G0BQAABW,0906040
34693011000001107,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets (Alissa Healthcare Research Ltd),0906040G0AABWBW,0906040
34693111000001108,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets (Alissa Healthcare Research Ltd),0906040G0AABWBW,0906040
34782611000001104,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets (A A H Pharmaceuticals Ltd),0906040G0AABWBW,0906040
34782711000001108,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets (A A H Pharmaceuticals Ltd),0906040G0AABWBW,0906040
34967311000001102,SunVit-D3 400unit with Calcium 500mg chewable tablets (SunVit-D3 Ltd),0906040G0DZABBW,0906040
34967411000001109,SunVit-D3 400unit with Calcium 500mg chewable tablets (SunVit-D3 Ltd),0906040G0DZABBW,0906040
37110511000001103,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets (DE Pharmaceuticals),0906040G0AABWBW,0906040
37110611000001104,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets (DE Pharmaceuticals),0906040G0AABWBW,0906040
35896111000001103,Alfacalcidol 2micrograms/1ml solution for injection ampoules,0906040B0AAAGAG,0906040
1299711000001102,Alfacalcidol 2micrograms/1ml solution for injection ampoules,0906040B0AAAGAG,0906040
219411000001109,One-Alpha 2micrograms/1ml solution for injection ampoules (Neon Healthcare Ltd),0906040B0BBAGAG,0906040
2473811000001102,One-Alpha 2micrograms/1ml solution for injection ampoules (Neon Healthcare Ltd),0906040B0BBAGAG,0906040
329371007,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets,0906040G0AABYBY,0906040
1173611000001104,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets,0906040G0AABYBY,0906040
10351411000001100,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets,0906040G0AABYBY,0906040
10351511000001101,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets,0906040G0AABYBY,0906040
12776411000001101,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets,0906040G0AABYBY,0906040
344111000001101,Adcal-D3 chewable tablets tutti frutti (Kyowa Kirin Ltd),0906040G0BNAABY,0906040
2822811000001103,Adcal-D3 chewable tablets tutti frutti (Kyowa Kirin Ltd),0906040G0BNAABY,0906040
10351611000001102,Adcal-D3 chewable tablets tutti frutti (Kyowa Kirin Ltd),0906040G0BNAABY,0906040
10351711000001106,Adcal-D3 chewable tablets tutti frutti (Kyowa Kirin Ltd),0906040G0BNAABY,0906040
11930411000001105,Adcal-D3 Lemon chewable tablets (Kyowa Kirin Ltd),0906040G0BNABBY,0906040
11930511000001109,Adcal-D3 Lemon chewable tablets (Kyowa Kirin Ltd),0906040G0BNABBY,0906040
11930611000001108,Adcal-D3 Lemon chewable tablets (Kyowa Kirin Ltd),0906040G0BNABBY,0906040
12776511000001102,Natecal D3 600mg/400unit chewable tablets (Chiesi Ltd),0906040G0BUAABY,0906040
12776611000001103,Natecal D3 600mg/400unit chewable tablets (Chiesi Ltd),0906040G0BUAABY,0906040
16442011000001103,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets (A A H Pharmaceuticals Ltd),0906040G0AABYBY,0906040
33735211000001100,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets (A A H Pharmaceuticals Ltd),0906040G0AABYBY,0906040
16442111000001102,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets (A A H Pharmaceuticals Ltd),0906040G0AABYBY,0906040
22624711000001109,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets (DE Pharmaceuticals),0906040G0AABYBY,0906040
22624811000001101,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets (DE Pharmaceuticals),0906040G0AABYBY,0906040
22852811000001100,Evacal D3 1500mg/400unit chewable tablets (Teva UK Ltd),0906040G0CWAABY,0906040
22852911000001105,Evacal D3 1500mg/400unit chewable tablets (Teva UK Ltd),0906040G0CWAABY,0906040
22853011000001102,Evacal D3 1500mg/400unit chewable tablets (Teva UK Ltd),0906040G0CWAABY,0906040
33657611000001100,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets (Alliance Healthcare (Distribution) Ltd),0906040G0AABYBY,0906040
33657711000001109,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets (Alliance Healthcare (Distribution) Ltd),0906040G0AABYBY,0906040
34209111000001105,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets (Alissa Healthcare Research Ltd),0906040G0AABYBY,0906040
34209211000001104,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets (Alissa Healthcare Research Ltd),0906040G0AABYBY,0906040
37037811000001101,SunVit-D3 400unit with Calcium 600mg chewable tablets tutti frutti (SunVit-D3 Ltd),0906040G0DZACBY,0906040
37037911000001106,SunVit-D3 400unit with Calcium 600mg chewable tablets tutti frutti (SunVit-D3 Ltd),0906040G0DZACBY,0906040
37038311000001106,SunVit-D3 400unit with Calcium 600mg chewable tablets lemon (SunVit-D3 Ltd),0906040G0DZADBY,0906040
37038511000001100,SunVit-D3 400unit with Calcium 600mg chewable tablets lemon (SunVit-D3 Ltd),0906040G0DZADBY,0906040
329348005,Calcitriol 500nanogram capsules,0906040C0AAABAB,0906040
2973711000001107,Calcitriol 500nanogram capsules,0906040C0AAABAB,0906040
2974011000001107,Calcitriol 500nanogram capsules,0906040C0AAABAB,0906040
2974411000001103,Calcitriol 500nanogram capsules (A A H Pharmaceuticals Ltd),0906040C0AAABAB,0906040
2974611000001100,Calcitriol 500nanogram capsules (A A H Pharmaceuticals Ltd),0906040C0AAABAB,0906040
14724811000001103,Calcitriol 500nanogram capsules (A A H Pharmaceuticals Ltd),0906040C0AAABAB,0906040
2974911000001106,Calcitriol 500nanogram capsules (Teva UK Ltd),0906040C0AAABAB,0906040
2975311000001109,Calcitriol 500nanogram capsules (Teva UK Ltd),0906040C0AAABAB,0906040
2975611000001104,Rocaltrol 500nanogram capsules (Atnahs Pharma UK Ltd),0906040C0BBABAB,0906040
2975811000001100,Rocaltrol 500nanogram capsules (Atnahs Pharma UK Ltd),0906040C0BBABAB,0906040
13825511000001104,Calcitriol 500nanogram capsules (PLIVA Pharma Ltd),0906040C0AAABAB,0906040
13825611000001100,Calcitriol 500nanogram capsules (PLIVA Pharma Ltd),0906040C0AAABAB,0906040
13825711000001109,Calcitriol 500nanogram capsules (PLIVA Pharma Ltd),0906040C0AAABAB,0906040
14285811000001102,Calcitriol 500nanogram capsules (Alliance Healthcare (Distribution) Ltd),0906040C0AAABAB,0906040
14286011000001104,Calcitriol 500nanogram capsules (Alliance Healthcare (Distribution) Ltd),0906040C0AAABAB,0906040
14286111000001103,Calcitriol 500nanogram capsules (Alliance Healthcare (Distribution) Ltd),0906040C0AAABAB,0906040
15065211000001102,Calcitriol 500nanogram capsules (Sigma Pharmaceuticals Plc),0906040C0AAABAB,0906040
15065311000001105,Calcitriol 500nanogram capsules (Sigma Pharmaceuticals Plc),0906040C0AAABAB,0906040
15065411000001103,Calcitriol 500nanogram capsules (Sigma Pharmaceuticals Plc),0906040C0AAABAB,0906040
17815311000001106,Calcitriol 500nanogram capsules (Phoenix Healthcare Distribution Ltd),0906040C0AAABAB,0906040
17815411000001104,Calcitriol 500nanogram capsules (Phoenix Healthcare Distribution Ltd),0906040C0AAABAB,0906040
19709611000001106,Calcitriol 500nanogram capsules (DE Pharmaceuticals),0906040C0AAABAB,0906040
19709711000001102,Calcitriol 500nanogram capsules (DE Pharmaceuticals),0906040C0AAABAB,0906040
21811411000001103,Calcitriol 500nanogram capsules (Waymade Healthcare Plc),0906040C0AAABAB,0906040
21811511000001104,Calcitriol 500nanogram capsules (Waymade Healthcare Plc),0906040C0AAABAB,0906040
329369007,Colecalciferol 440unit / Calcium carbonate 1.25g effervescent granules sachets,0906040G0AABXBX,0906040
